nama_tempat,rating_tempat,user_ratings_total,latitude,longitude,alamat_tempat,place_id,distance,store
indomaret ciputat raya 4,4.1,18,-6.2829641,106.7806074,"jl. ciputat raya no.4, rt.9/rw.2, pd. pinang, kota jakarta selatan",ChIJd-fx6q3xaS4RLtxCS_G0RvY,2162.425654433801,Indomaret
indomaret - plaza satu pondok indah,4.2,9,-6.2843295,106.7811145,"jl. taman duta i no.7, rt.4/rw.14, pd. pinang, kota jakarta selatan",ChIJn2i-wMjxaS4RporVNR8Svs0,2220.8732579139846,Indomaret
indomaret spbu terogong,4.8,8,-6.2821542,106.7916131,"jl. terogong raya no.16, rt.10/rw.10, cilandak bar., kota jakarta selatan",ChIJj-UaO5zxaS4RHGBB4QPZ-0Y,1361.580663374861,Indomaret
indomaret,0.0,0,-6.26411,106.7988205,"pqpx+9g4, unnamed road, rt.1/rw.5, north cipete, south jakarta city",ChIJF69gRyfxaS4R72RSYGIDZyU,799.9298439706237,Indomaret
indomaret fatmawati raya,4.2,18,-6.2695941,106.7975764,"jl. rs. fatmawati raya no.27, rt.1/rw.5, cipete sel., kota jakarta selatan",ChIJDwAAAJHxaS4RELZlVPfYtVg,234.58140916747715,Indomaret
indomaret ciputat raya 5,4.0,1,-6.2776029,106.7794317,"jl. ciputat raya no.01, rt.11/rw.15, pd. pinang, kota jakarta selatan",ChIJE1VVVbbxaS4R4pD7bmqkkgI,1960.6818883517208,Indomaret
indomaret golden fatmawati,0.0,0,-6.2777755,106.7968703,"jl. rs. fatmawati no. 15 ab gandaria selatan cilandak jakarta selatan dki jakarta rt.8, rw.6, gandaria sel., kota jakarta selatan",ChIJSShBVZDxaS4Rte30BlBPAO4,807.1393045311628,Indomaret
indomaret radio dalam. t06c,4.2,18,-6.2523025,106.7913861,"jl. radio dalam raya blok haji hamali no.22, rt.1/rw.9, gandaria utara, kota jakarta selatan",ChIJD3ss9gzxaS4RA85t5OGeHsk,2090.982083937272,Indomaret
indomaret tanah kusir 2 dalam tt2d,4.4,269,-6.257153,106.784136,"gg. swadaya iii no.18, rt.10/rw.9, kby. lama sel., kota jakarta selatan",ChIJZbLLdm_xaS4R4cgyDKLeE8k,1968.8870093017376,Indomaret
indomaret duta mas fatmawati,4.5,62,-6.263351900000001,106.7986876,"jl. rs. fatmawati raya no.15, rw.5, cipete utara, kota jakarta selatan",ChIJAQAAAJ3xaS4R3VfdB1vHqnw,871.1744672183967,Indomaret
indomaret palem raya,1.0,1,-6.271644999999999,106.803089,"jl. palem no.5, rt.14/rw.5, cipete sel., kota jakarta selatan",ChIJDwAAAJHxaS4RjyudUxZZxus,823.1279680007922,Indomaret
indomaret metro pondok indah,4.3,480,-6.2743949,106.7827922,"blok tc, jl. metro pondok indah no.11, rt.2/rw.15, pd. pinang, kota jakarta selatan",ChIJm56pCbrxaS4RgzDUcFCWSR0,1489.154082590876,Indomaret
indomaret kemang selatan 8 t6zo,4.5,225,-6.2674666,106.8139114,"jl. kemang selatan viii no.67f, rt.7/rw.2, bangka, kota jakarta selatan",ChIJDVvROIbxaS4RE-sW0bxd2kc,2041.328046554028,Indomaret
indomaret abu serin,4.5,10,-6.275743299999999,106.7971777,"jl. abuserin no.5, rt.10/rw.6, gandaria sel., kota jakarta selatan",ChIJXQQSNpTxaS4RsGiRh1Rrct0,593.4459491216948,Indomaret
indomaret fatmawati 20,0.0,0,-6.281351099999999,106.7963965,"pq9w+fh2, west cilandak, south jakarta city",ChIJrTZnpp_xaS4RW53IaKnPsIc,1196.939178243983,Indomaret
indomaret fatmawati 2,3.8,11,-6.268205399999999,106.7970959,"jalan rs. fatmawati no. 5, cilandak, rt.1/rw.3, gandaria sel., kota jakarta selatan",ChIJFb9gM5jxaS4Rq1wKzoM3qas,307.67686996815115,Indomaret
indomaret haji nawi ( tq03 ),0.0,0,-6.2637034,106.7954092,"4, jl. h. nawi raya no.28a, rt.4/rw.7, gandaria sel., kota jakarta selatan",ChIJ4dWEmRnxaS4RQFHJI6sgsqk,768.5137801749726,Indomaret
indomaret madrasah,4.3,89,-6.266464999999999,106.7914699,"no, jl. madrasah no.17, rt.7/rw.1, gandaria sel., kota jakarta selatan",ChIJ14sVU6LxaS4Rrt0AdBPZjQM,657.5929009112577,Indomaret
indomaret,4.0,3,-6.2511809,106.7781617,"jl. pahlawan no.2, rw.10, kby. lama utara, kota jakarta selatan",ChIJI231igTxaS4RKIR6Aki7DBw,2903.619174328777,Indomaret
mitra umkm indomaret,0.0,0,-6.2695104,106.7975699,"pqjx+52v, jl. rs. fatmawati raya, rt.6/rw.5, cipete sel., kota jakarta selatan",ChIJYWqPfpfxaS4RB7eEa52T3-0,238.5765523492386,Indomaret
indomaret h. batong,3.9,60,-6.286857899999999,106.7903161,"jl. h.batong raya rt007/rw006, cilandak barat, cilandak, rt.7/rw.6, west cilandak, south jakarta city",ChIJAQAAAOfxaS4R6wrqsJtf5pk,1902.8941381934344,Indomaret
indomaret panglima polim 125b t3pi,4.0,5,-6.2550595,106.7974126,"jl. panglima polim no.125a, rt.2/rw.1, pulo, kota jakarta selatan",ChIJb-Coe5PxaS4Rq13QTJ2nq04,1739.076500860488,Indomaret
indomaret apartemen kemang jaya,4.0,9,-6.2646261,106.813776,"jl. taman kemang jaya no.9, rw.2, bangka, kota jakarta selatan",ChIJGQe3OH7xaS4RIoThryrl3zc,2104.160814482813,Indomaret
indomaret (abdul majid),4.4,207,-6.266423,106.8061697,"jl. cipete utara no.4, rt.17/rw.2, cipete sel., kota jakarta selatan",ChIJtzSt1YTxaS4RFu6cHY0WKkQ,1245.715103712065,Indomaret
indomaret,4.3,7,-6.2774015,106.7765376,"pertokoan taman hijau baru, jalan bukit hijau 1 no. 14, pondok pinang, kebayoran lama, rt.1/rw.13, pd. pinang, kota jakarta selatan",ChIJkx-NPnL4aS4RDbS5_c6xsp4,2250.271050192784,Indomaret
indomaret,4.4,243,-6.2518104,106.8145478,"jl. bangka raya no.105, rt.1/rw.12, pela mampang, kota jakarta selatan",ChIJ0dTG_nzxaS4RT0V7owX_qpg,2949.915745573425,Indomaret
bii atm indomaret bona indah 1,4.3,142,-6.2876105,106.7772803,"jl. lebak bulus 1, cilandak, jakarta selatan, rt.1/rw.1, lebak bulus, south jakarta city",ChIJF9Syud7xaS4RCaXavhh53AA,2779.577830387009,Indomaret
indomaret sultan iskandar muda,4.2,95,-6.2511828,106.7813003,"jl. sultan iskandar muda no.9, rt.8/rw.1, kby. lama sel., kota jakarta selatan",ChIJ74HObQXxaS4RUip6zNyV5gE,2684.073250300381,Indomaret
haji indomaret enting. {ts90},3.3,20,-6.2579731,106.8006317,"gg. h. enting no.1, rt.10/rw.1, cipete utara, kota jakarta selatan",ChIJDwH5C3bxaS4RcxF4-cn7X5g,1506.3811916109894,Indomaret
indomaret damai fatmawati. fq84,4.1,36,-6.2600751,106.7970731,"jl. damai raya no.6, rt.1/rw.5, north cipete, south jakarta city",ChIJXw0Sy5_xaS4RW8YkG7Tx-_8,1180.7941239600457,Indomaret
indomaret spbu kemang,4.5,98,-6.2668841,106.8157034,"spbu kemang, jl. kemang raya no.7, rw.2, bangka, kota jakarta selatan",ChIJXaV9uofxaS4R737kEcz9UiE,2247.76069010098,Indomaret
indomaret,2.0,4,-6.289838899999999,106.7781069,"jl. r.a. kartini no.49, rt.9/rw.7, lb. bulus, kota jakarta selatan",ChIJEaTZ42DxaS4R044D9l8J_vQ,2891.433773965985,Indomaret
indomaret damai f561,4.5,140,-6.2620838,106.8056991,"jl. h. jian no.81, rt.1/rw.7, cipete utara, kota jakarta selatan",ChIJPUjazZzxaS4RUSIDkidVSQg,1454.7122763908478,Indomaret
indomaret ciputat raya 5,4.0,27,-6.2711724,106.7755201,"indomaret, jl. ciputat raya no.5, rt.1/rw.6, pd. pinang, kota jakarta selatan",ChIJmeRBFrLxaS4RmHuZnxbwxI8,2233.05222793828,Indomaret
indomaret,4.7,7,-6.2534879,106.7758737,"jl. bintaro raya no.17, rt.013/rw.10, kby. lama sel., kota jakarta selatan",ChIJY1VVVQTxaS4RtmETuVP403E,2904.100452462294,Indomaret
indomaret point kemang,4.4,196,-6.2602656,106.815172,"jl. kemang raya no.8, rt.8/rw.2, bangka, kota jakarta selatan",ChIJS0XcTYDxaS4R7ku6ssO11Gs,2438.7533761049976,Indomaret
indomaret praja dalam k,4.1,17,-6.2505751,106.7834542,"jl. praja dalam k no.18, rt.9/rw.5, kby. lama sel., kota jakarta selatan",ChIJOwAAAAfxaS4RKTnNaZ1qgc4,2607.4425397833297,Indomaret
fresh indomaret kemang,4.4,382,-6.272597699999999,106.8149503,"jl. kemang raya no.128, rt.3/rw.2, bangka, kota jakarta selatan",ChIJsVZkdYnxaS4RtDwdFb5B2t0,2137.5166088607243,Indomaret
indomaret,4.3,104,-6.302203,106.7919364,"jl. lb. bulus iii no.40, rt.9/rw.7, cilandak bar., kota jakarta selatan",ChIJaxj8TyDuaS4RmJ8rDkpB2GA,838.7613397611543,Indomaret
indomaret,0.0,0,-6.3070032,106.7936899,"10, rt.4/rw.10, pondok labu, south jakarta city",ChIJPz4W5BPvaS4RoUnKBAiaL3o,393.3961060729088,Indomaret
indomaret,4.7,6,-6.3203625,106.8106762,"jl. m. khafi no.62, rt.3/rw.4, jagakarsa, kota jakarta selatan",ChIJWdlCSXPuaS4RzpIWwflyKKU,2054.4759932321163,Indomaret
indomaret jeruk purut,4.5,132,-6.291164699999999,106.8129499,"jl. jeruk purut no.22, rt.3/rw.3, cilandak tim., kota jakarta selatan",ChIJvy_4mvnxaS4RjjbhIFaTp4Y,2528.3959494467613,Indomaret
indomaret karang tengah raya,4.3,108,-6.3013439,106.7805495,"bona indah plaza, jl. karang tengah raya no.1, rt.5/rw.4, lb. bulus, kota jakarta selatan",ChIJ7aqqqinuaS4RKy68g0RuyMk,1968.1525005772387,Indomaret
indomaret margasatwa raya,3.6,48,-6.313039300000001,106.8000683,"jl. margasatwa no.41, rt.8/rw.2, pd. labu, kota jakarta selatan",ChIJP8XfLBHuaS4RUZWOBnFgxCo,678.8076337233364,Indomaret
indomaret ciremai jagakarsa,3.9,22,-6.3245086,106.8113082,"jl. m.kahfi 1 rt 01/rw 04, jagakarsa, jagakarsa, rt.2/rw.7, jagakarsa, south jakarta city",ChIJcQAAANntaS4RAesd4Pw1hXk,2439.3108618380897,Indomaret
indomaret jl. m. kahfi 1,4.1,73,-6.3180584,106.8113141,"jalan jagakarsa blok hidayah no.10 rt.10/rw.6, rt.3/rw.6, jagakarsa, kota jakarta selatan",ChIJWQO5mgzuaS4RFP9F2gFfJyY,1943.4848574865512,Indomaret
indomaret,0.0,0,-6.2910563,106.7949517,"jl. pejaten raya no.19 a, rt.18/rw.2, jati padang, kota jakarta selatan",ChIJZW196Q7xaS4R95E7nWT6Da4,1861.2621830140345,Indomaret
indomaret spbu simatupang,4.2,22,-6.2928207,106.794356,"pq4v+vph, jl. r.a. kartini, rt.1/rw.4, cilandak bar., kota jakarta selatan",ChIJPd3qm93xaS4Ry_DGnmEAInk,1678.0482734288191,Indomaret
indomaret fatmawati 26,4.3,6,-6.3043705,106.7951843,"jl. rs. fatmawati raya no.26, rt.1/rw.7, pd. labu, kota jakarta selatan",ChIJ-WTA4iHuaS4RhhDcoecn57U,426.4222595342003,Indomaret
indomaret minimarket bona indah plaza,4.5,6,-6.3009042,106.7806588,"bona indah plaza no.a2/d3 jl. karang tengah raya, rt.7/rw.6, lb. bulus, kota jakarta selatan",ChIJJesreyjuaS4RF1nrMU1l0JE,1974.9072431347736,Indomaret
indomaret plus,4.3,229,-6.296373399999999,106.7948721,"5, jl. rs. fatmawati raya no.35, rt.5/rw.4, cilandak bar., kota jakarta selatan",ChIJd96Hv-DxaS4RHJwKA-4iFZI,1279.423501199902,Indomaret
indomaret bango raya,0.0,0,-6.3075877,106.8039904,"jl. bango ii no.31, rw.3, pd. labu, kota jakarta selatan",ChIJXTAa0H_vaS4R5_VN2xv2sJA,751.6218734700877,Indomaret
indomaret taman cilandak,5.0,4,-6.2930967,106.7920496,"jl. taman cilandak raya no.9, rt.11/rw.4, cilandak bar., kota jakarta selatan",ChIJv01rArvxaS4RuUFeXimA3zk,1714.7210510591171,Indomaret
indomaret reno pangkalan jati,4.4,61,-6.3131032,106.7963693,"jl. pangkalan jati no.8, rt.2/rw.5, pd. labu, kota jakarta selatan",ChIJ_YPzTRbuaS4RBMIVZIUvApQ,613.500514409093,Indomaret
indomaret,4.4,26,-6.2962454,106.7892345,"pq3q+gmh, jl. lb. bulus i, rt.3/rw.4, cilandak bar., kota jakarta selatan",ChIJsbv9uN7xaS4RK2vE-f9VboA,1542.819129816613,Indomaret
indomaret bona indah 2,4.9,15,-6.2963167,106.7891712,"jl. lb. bulus i no.35b, rt.3/rw.4, cilandak bar., kota jakarta selatan",ChIJF35byhHxaS4RhU4r6frWhIo,1540.3257945375624,Indomaret
indomaret cilandak raya,4.3,20,-6.297004200000001,106.8154176,"pr38+55x, jl. raya cilandak kko, rt.1/rw.5, ragunan, kota jakarta selatan",ChIJ-6Meqf_xaS4R99u9vNNVFjg,2336.4206839076105,Indomaret
indomaret h.ipin,4.3,123,-6.3118874,106.7902907,"jl. h. ipin no.11, rw.1, pd. labu, kota jakarta selatan",ChIJWagF6TzuaS4RChibXwRnJgA,896.5566072419444,Indomaret
indomaret pintu barat ragunan (t1y7),0.0,0,-6.3104305,106.8159192,"14, jl. margasatwa baru no.45, rw.8, jagakarsa, kota jakarta selatan",ChIJwcwxNEXvaS4RiKmoGQ6V0pU,2093.0019127461333,Indomaret
indomaret karang tengah 39,4.4,90,-6.305912300000001,106.7816935,"mqvj+jmp, rt.6/rw.4, lebak bulus, south jakarta city",ChIJraDzUtLvaS4RD7IR82uJtEo,1723.5275730197798,Indomaret
indomaret pondok labu,4.1,52,-6.310976699999999,106.7934225,"jl. rs fatmawati no.8, rt.7/rw.1, pd. labu, kota jakarta selatan",ChIJuZWfRT3uaS4RPJR0-gix6to,557.2289944015591,Indomaret
indomaret hybrid lebak bulus/008,4.6,13,-6.3101176,106.780875,"jl. karang tengah raya no.1, rt.1/rw.3, lb. bulus, kota jakarta selatan",ChIJBwBd3S_uaS4RMBfxWKiy408,1823.97667477541,Indomaret
indomaret plus cilandak kko (tmip),4.5,645,-6.3098246,106.8139564,"jl. raya cilandak kko no.3, rt.14/rw.8, ragunan, kota jakarta selatan",ChIJJ3rNnQjuaS4RWjDJ-zFTzR0,1868.8115114016773,Indomaret
indomaret berlian ii cilandak,4.5,2,-6.2965402,106.8005802,"pr32+96p, rt.6/rw.2, west cilandak, south jakarta city",ChIJDaAAxvjxaS4RX-J08P1H7ug,1290.557062581259,Indomaret
indomaret perempatan ampera,4.1,69,-6.2917269,106.8165986,"jalan ampera raya 2, rt.2/rw.2, cilandak tim., kota jakarta selatan",ChIJCTLyivjxaS4Rre-W6oaY4qE,2781.192937758431,Indomaret
indomaret pinang raya,4.1,147,-6.3081054,106.7981876,"jl. pinang raya no.9, rt.2/rw.9, pd. labu, kota jakarta selatan",ChIJteuioxnuaS4R3u6TiMK2DHc,121.49207341055693,Indomaret
indomaret raya jagakarsa,4.4,221,-6.3273649,106.8163662,"no., jl. raya jagakarsa no.2, rt.10/rw.2, jagakarsa, kota jakarta selatan",ChIJnz15NXbuaS4RjtdQGUQE7gY,3049.4414492023325,Indomaret
indomaret bona indah,3.2,5,-6.2974692,106.7824281,"indomaret, jl. lb. bulus i no.23, rt.1/rw.1, lebak bulus, south jakarta city",ChIJ5cZCSA_xaS4RWfbV5rM0sBg,1985.5872619983868,Indomaret
post shop indomaret,3.0,5,-6.2947447,106.795399,"jl. rs. fatmawati raya no.10, rt.1/rw.4, cilandak bar., kota jakarta selatan",ChIJbd1pUOfxaS4Rt-kFPuyDtsk,1448.2086008643855,Indomaret
indomaret,4.0,1,-6.311003200000001,106.7935373,"mqqv+hcv, jl. h. ipin, rt.7/rw.1, pd. labu, kota jakarta selatan",ChIJI9WSpdXvaS4RyrpdfY2WyYA,549.8089767085918,Indomaret
indomaret durian jagakarsa,4.4,243,-6.3187172,106.8157181,"jl. paso no.32, rt.4/rw.4, jagakarsa, kota jakarta selatan",ChIJp2612gruaS4R6xThXZZnoQw,2389.271195062986,Indomaret
indomaret fatmawati no.6,3.9,13,-6.2942065,106.7950223,"jl. rs. fatmawati raya no.6, rt.2/rw.5, cilandak bar., kota jakarta selatan",ChIJ6yLv7KvxaS4RlTGBTyv0phM,1513.544054846173,Indomaret
indomaret,4.3,190,-6.310845,106.8031917,"jalan margasatwa, rt.1/rw.3, pondok labu, cilandak, rt.1/rw.3, pd. labu, kota jakarta selatan",ChIJz_7MYxDuaS4RL6XfEsDgb-M,752.6501856033636,Indomaret
indomaret point ampera,4.3,264,-6.2819344,106.8197334,"5, jl. ampera raya no.135, rt.5/rw.10, ragunan, kota jakarta selatan",ChIJSdmaRR7yaS4Rz1S6S2xE9kw,2166.4323713857702,Indomaret
indomaret radio dalam 2,4.4,116,-6.2557519,106.790021,"jl. bri radio dalam no.83, rt.1/rw.8, gandaria utara, kota jakarta selatan",ChIJS-XZvAvxaS4R0DsvIJwCgMs,2282.4241811251927,Indomaret
indomaret exit mrt h nawi,5.0,1,-6.266061,106.7975764,"jl. rs. fatmawati raya no.2, rt.4/rw.5, cipete sel., kota jakarta selatan",ChIJyzZxP67xaS4RMbpMyvQ2wbU,869.9366488630455,Indomaret
indomaret,5.0,2,-6.255084,106.8144756,"jl. bangka raya no.5d, rt.13/rw.1, bangka, kota jakarta selatan",ChIJna8wx9fxaS4RYJPoLhdWN9A,2230.4719672173283,Indomaret
indomaret point kemang (argo promosi),4.7,71,-6.2617066,106.8155229,"jl. kemang raya no.36, rt.12/rw.5, bangka, kota jakarta selatan",ChIJ_YNG5YDxaS4RQpg-Vbilhmw,1763.4946624256984,Indomaret
indomaret adhiyaksa lebak bulus,4.5,13,-6.2977921,106.7762749,"4, jl. adhyaksa vii no.5, rw.5, lb. bulus, kota jakarta selatan",ChIJo6D2K9TxaS4RRAFRFQZF85I,690.2980584184511,Indomaret
indomaret pupan ciputat,5.0,11,-6.2831678,106.7717267,"jl. pupan no: 01 rt 07 / rw 08, pondok pinang, kebayoran lama, rt.11/rw.15, pd. pinang, kota jakarta selatan",ChIJE1VVVbbxaS4RJVUwg--0dq4,2378.071154069756,Indomaret
indomaret ciputat raya 4,0.0,0,-6.2776029,106.7794317,"jl. ciputat raya 24 rt 009 rw 002, pondok pinang, kebayoran lama, rt.11/rw.15, pondok pinang, south jakarta city",ChIJE1VVVbbxaS4R-dLB7PhRuak,2553.880429668809,Indomaret
indomaret caringin,4.5,183,-6.283199900000001,106.7926034,"jl. caringin utara no.32, rw.10, cilandak bar., kota jakarta selatan",ChIJMRDIwMHxaS4RGxUodpMMNq8,1131.5206516356625,Indomaret
indomaret pondok pinang,4.4,131,-6.277701,106.7728599,"jl. ciputat raya no.9, rt.1/rw.7, pd. pinang, kota jakarta selatan",ChIJFzBJ_bTxaS4R8JON9mw_ULs,0.0,Indomaret
indomaret,0.0,0,-6.247488499999999,106.8149378,"jl. bangka iig no.11, rw.11, pela mampang, kota jakarta selatan",ChIJ-bHiAPTxaS4RQJ3di8P7F2g,0.0,Indomaret
indomaret bangka raya,4.6,18,-6.245269400000001,106.8158177,"jl. bangka raya no. 30, rt. 02 / 02, pela mampang, bangka, rt.11/rw.11, pela mampang, kota jakarta selatan",ChIJETmoJH3xaS4R8_bMnW8Vt74,0.0,Indomaret
indomaret spbu ciputat. t04d,4.9,7,-6.2479081,106.7781297,"jl. ciputat raya no.12, rt.8/rw.8, kby. lama utara, kota jakarta selatan",ChIJh3nZSBvxaS4RZ-S7enqBkV0,0.0,Indomaret
indomaret delman utama. {f763},4.0,123,-6.247976299999999,106.7728671,"jl. delman utama, rt.2/rw.11, kby. lama utara, kota jakarta selatan",ChIJR9-Fph3xaS4R5_wCOsFGSn0,0.0,Indomaret
indomaret bungur raya 2,4.8,77,-6.2476761,106.7817145,"jl. duku raya no.79-81, rt.14/rw.6, kby. lama utara, kota jakarta selatan",ChIJhV_DfRrxaS4Ry97kNCuA-dY,0.0,Indomaret
indomaret ciputat raya 2a-b,4.9,26,-6.2512092,106.7780693,"pqxh+g69, jl. ciputat raya, rt.9/rw.8, kby. lama utara, kota jakarta selatan",ChIJM0m-HlLxaS4R1ijwvB3yJVg,0.0,Indomaret
papaya indomaret jagakarsa,4.5,269,-6.325327300000001,106.8198997,"jl. pepaya raya no.4, rt.2/rw.5, jagakarsa, kota jakarta selatan",ChIJTTG_z9jtaS4RnfCTBd_V_Sw,0.0,Indomaret
indomaret jagakarsa 1 no.1,4.5,196,-6.3322727,106.8204749,"mr9c+35v, townhouse jagakarsa, jl. jagakarsa 1, rt.3/rw.2, jagakarsa, kota jakarta selatan",ChIJnfhFPGLtaS4R8RAXOhmLRC4,0.0,Indomaret
indomaret h. syuaeb,2.5,2,-6.3588485,106.8064644,"jrr4+fh5, jl. purwa raya i, rt.6/rw.6, cipedak, kota jakarta selatan",ChIJJziCLpjuaS4RBqFo3rWHDkM,759.3456072857259,Indomaret
indomaret,4.0,1,-6.3566026,106.8093138,"jl. moch. kahfi ii no.6, rw.3, cipedak, kota jakarta selatan",ChIJ69Imd5nuaS4R4l3iPtF1Wmw,1014.944089761468,Indomaret
indomaret,4.4,11,-6.3629815,106.8068578,"jrp4+rph, jl. m. khafi, rt.7/rw.3, cipedak, kota jakarta selatan",ChIJ6Tll06LuaS4R9zTIOA9Y0rs,1059.821298542227,Indomaret
indomaret m kahfi,3.6,8,-6.3406939,106.8044744,"jl. m. khafi no.5, rt.8/rw.6, ciganjur, kota jakarta selatan",ChIJFxAcIIjuaS4RYFvViU4kKeA,1787.3509906470222,Indomaret
indomaret timbul (t18j),4.3,87,-6.3517988,106.810539,"jl. timbul no.37, rt.1/rw.3, cipedak, kota jakarta selatan",ChIJ9SsEQJvuaS4RNq5qlCDIJtw,1248.2413525679071,Indomaret
indomaret brigif raya,4.3,135,-6.3442002,106.8017057,"jl. brigif no.15, rt.1/rw.1, cipedak, kota jakarta selatan",ChIJh-0yE4nuaS4RT4cgaf1ZTk8,1343.2691575326069,Indomaret
indomaret pesantren daarul rahman,5.0,3,-6.3589526,106.8065455,"jrr4+cj8, rt.6/rw.6, cipedak, south jakarta city",ChIJo81VL5juaS4RMjW6kId9FZ8,772.1520065788718,Indomaret
indomaret masjid annur,2.0,3,-6.3464005,106.8143894,"jl. moh. kafi no.24, rt.2/rw.5, cipedak, kota jakarta selatan",ChIJF2LOzoPuaS4RGhpeBivt3Zk,1913.7399005449288,Indomaret
indomaret fresh,4.0,4,-6.3461701,106.8028596,"jl. m. khafi no.2-34, rt.4/rw.1, cipedak, kota jakarta selatan",ChIJ3YjtL_zvaS4Rnl104wRCVD8,1152.905629888675,Indomaret
indomaret timbul iv a,4.4,183,-6.351852500000001,106.807109,"jl. timbul iv no.8, rt.8/rw.6, cipedak, kota jakarta selatan",ChIJ7WecLyzvaS4Rn9KPGUD4Ljg,908.1523395880436,Indomaret
srengseng sawah 2 indomaret,3.7,50,-6.3581175,106.8118531,"jrr6+qp5, jalan pemuda i, rt.3/rw.9, srengseng sawah, kota jakarta selatan",ChIJ3xl_LJnuaS4RzgLSN1FMvfI,1312.283772195386,Indomaret
indomaret - warung silah no.27,4.3,80,-6.3448961,106.8089498,"2, jl. wr. sila no.21, rw.5, ciganjur, kota jakarta selatan",ChIJw0MeY4buaS4RXvv9hDhmtt4,1588.1516871688077,Indomaret
indomaret m kahfi 4,4.5,212,-6.350038899999999,106.8016393,"jalan muhammad kahfi i, rt.6/rw.1, cipedak, jagakarsa, rt.6/rw.1, cipedak, kota jakarta selatan",ChIJ6cQUFo7uaS4R-_kInWNWM1E,702.6632892846734,Indomaret
indomaret pertigaan sadar,3.2,5,-6.3440661,106.8121865,"jl. wr. sila no.15, rt.1/rw.5, ciganjur, kota jakarta selatan",ChIJZ5dPNIHuaS4RrO2wSc7g9dk,1893.891337206816,Indomaret
indomaret raden sanim,4.4,192,-6.373744299999999,106.800794,"jl. raden sanim, rt. 1 rw. 9, tanah baru, kabupaten bogor",ChIJa2uK2LDuaS4Ru1GfEJttx8E,1954.4243898922423,Indomaret
indomart,4.2,9,-6.3541376,106.8108413,"jl. moch. kahfi ii no.32a, rt.4/rw.3, cipedak, kota jakarta selatan",ChIJky3nmJvuaS4RnXLQI2QE2oc,1204.267492502347,Indomaret
mitra umkm indomaret,0.0,0,-6.3407538,106.8045153,"jl. m. khafi no.5, rt.8/rw.6, ciganjur, kota jakarta selatan",ChIJOQ-JH4juaS4Rk2w7its6a8g,1782.156134871162,Indomaret
indomaret matoa raya,4.5,150,-6.3628912,106.802243,"jrp2+rvx, jl. m. khafi, rt.6/rw.2, cipedak, kota jakarta selatan",ChIJTWBpu73uaS4RDjpmaVM2yCU,781.6381296445762,Indomaret
