nama_tempat,rating_tempat,user_ratings_total,latitude,longitude,alamat_tempat,place_id,distance,store
alfamart,4.3,151,-6.216512,106.8278755,"jl. anggrek 3 kel no.25 b, rt.19/rw.2, kuningan, karet kuningan, kota jakarta selatan",ChIJd8d5kgf0aS4RZrS7fXlU-kg,2232.022518945133,Alfamart
alfamart,4.3,66,-6.216337999999999,106.8203685,"jl. bek murad no.7, rt.8/rw.001 kel, kuningan, karet kuningan, kota jakarta selatan",ChIJqxVWcJX1aS4RUAMlnS81uJM,1587.5246389783424,Alfamart
alfamart,4.0,1,-6.2130459,106.825213,"jl. karet belakang barat jl. karbela no.kel, rt.1/rw.2, kuningan, karet kuningan, kota jakarta selatan",ChIJg9H4zDH1aS4Rm3_YlVTAJaY,2226.0524349851626,Alfamart
alfamart setiabudibarat,5.0,1,-6.2104934,106.8230285,"jl. setiabudi raya no.2, rw.2, kuningan, kota jakarta selatan",ChIJRScsryb1aS4RlODMjqPRKNU,2273.121637995046,Alfamart
alfamart,4.3,263,-6.2138855,106.8266392,"jl. karet belakang i no.2, rt.3/rw.4, kuningan, karet, kota jakarta selatan",ChIJUyMhTgb0aS4RgL8lQLR7f34,2284.7264542393177,Alfamart
sumber alfaria trijaya. pt (alfamart),3.0,1,-6.213625899999999,106.8206906,"jl. penjernihan i no.10, rt.4/rw.2, kuningan, karet, kota jakarta selatan",ChIJo-s9oAH0aS4RVJ8YUgAM_DY,1839.4961159958168,Alfamart
alfamart karbela 3,4.3,25,-6.2092301,106.8266949,"jl. setia budi tengah no.5, rt.1/rw.1, kuningan, kota jakarta selatan",ChIJNYn7SAf0aS4RXmIS9qwhxQU,2642.4371243496234,Alfamart
alfamart karbela 2,3.8,5,-6.2154088,106.8281067,"jl. karbela, gg. anggrek xii kel no.10, rt.18/rw.2, kuningan, karet kuningan, kota jakarta selatan",ChIJAy-tiaj1aS4RDnaS0bHpQiw,2318.035869897869,Alfamart
alfamart,0.0,0,-6.213906,106.831112,"jl. h. r. rasuna said no.kav. 3, rt.3/rw.5, setia budi, kota jakarta selatan",ChIJj0q3Toz1aS4RmEbgm7uw19A,0.0,Alfamart
alfamart bakrie tower,4.7,6,-6.2193385,106.8344896,"bakrie tower, jl. epicentrum utama raya no.2, rt.2/rw.5, karet kuningan, south jakarta city",ChIJW44xTg70aS4RnoQoC3ewjZY,0.0,Alfamart
alfamart,4.6,7,-6.2375671,106.7690621,"jl. ciledug raya kel no.99, rw.5, cipulir, kota jakarta selatan",ChIJW9fq8I3xaS4RxMcrn3PVoYk,0.0,Alfamart
alfamart,4.7,54,-6.248098499999999,106.8289238,"jl. mampang prapatan viii no.23, rw.2, tegal parang, kota jakarta selatan",ChIJw9fJV1DzaS4R-MkiDQkHMOY,0.0,Alfamart
alfamart,4.3,12,-6.220866099999999,106.7786611,"jl. raya kby. lama kel no.60, rt.7/rw.2, grogol utara, kota jakarta selatan",ChIJTXm4acHxaS4RKHXcYl6lbG4,0.0,Alfamart
alfamart panjang cidodol 10,4.6,87,-6.226878399999999,106.7720727,"9, jl. panjang cidodol no.1, rw.9, sukabumi sel., kota jakarta selatan",ChIJye3X2v_xaS4R_nF5CHsgfqM,0.0,Alfamart
alfamart,0.0,0,-6.357054,106.8095512,"jl. srengseng sawah kel no.4, rt.9/rw.9, cipedak, kota jakarta selatan",ChIJQ72y0hzvaS4RX5dcmBsgyWU,1044.6222205837432,Alfamart
alfamart,1.0,1,-6.345517699999999,106.810441,"jl. wr. sila kel no.48, rt.11/rw.5, ciganjur, kota jakarta selatan",ChIJLccxhA3vaS4R1CueIAoDZlE,1643.660195809791,Alfamart
alfamart,4.4,104,-6.3492714,106.8016789,"jl. m. khafi kel no.1, rt.015/rw.1, cipedak, kota jakarta selatan",ChIJ2ZJsw-bvaS4RPE2HSgHEYvc,786.7900616806859,Alfamart
alfamart,4.3,85,-6.341221600000001,106.8046813,"jl. m. kahfi i no. 60, rt. 006 kel, rt.8/rw.6, ciganjur, kota jakarta selatan",ChIJ50-5vp3vaS4R4PP0-gOdOLY,1737.3588616077234,Alfamart
alfamart,4.2,129,-6.358035099999999,106.8116309,"jl. srengseng sawah kel no.48 rt 2/9, rt.3/rw.9, srengseng sawah, kota jakarta selatan",ChIJO-fSOk7vaS4RCj8aV46LE6Q,1286.5668615551176,Alfamart
alfamart srengseng sawah 4 (eh83),4.3,15,-6.357146999999999,106.8095228,"jl. srengseng sawah no.1, rt.4/rw.9, srengseng sawah, kota jakarta selatan",ChIJ88BZcpnuaS4RE8o0nNn30ow,1042.513280953978,Alfamart
alfamart,4.1,107,-6.3629942,106.8021022,"jl.moch kahfi i, gg. pedati selatan kel no.60, rt.6/rw.2, cipedak, kota jakarta selatan",ChIJ7ykmvmrvaS4RlZev4Fju-J8,788.1573356787824,Alfamart
alfamart,4.3,162,-6.3633345,106.8067338,"jl. moch. kahfi ii kel no.24, rt.7/rw.3, cipedak, kota jakarta selatan",ChIJreD62aLuaS4RmuRbWickzPw,1078.876848404274,Alfamart
alfamart,3.9,13,-6.3519106,106.8104356,"jl. timbul rt 1/3 kel, jl. timbul no.38, rt.1/rw.3, cipedak, kota jakarta selatan",ChIJa5D3PpvuaS4RmD22MJHORS4,1232.888590230728,Alfamart
alfamart,4.3,119,-6.3447007,106.8044728,"jl. wr. sila kel no.261, rt.3/rw.4, ciganjur, kota jakarta selatan",ChIJn4GqwYjuaS4RkEZAhdWNiIU,1363.2926690132065,Alfamart
alfamart,4.0,12,-6.3431267,106.8172234,"jl.moch kahfi 2 rt 5/4 kel, jl. moch. kahfi ii no.2, rt.5/rw.4, ciganjur, kota jakarta selatan",ChIJwRkvJkbvaS4RV98hH2jg2jM,2381.418155794067,Alfamart
alfamart m. kafi 1,4.3,27,-6.354785,106.8104626,"jl. moch. kahfi ii no.35, rt.4/rw.3, cipedak, kota jakarta selatan",ChIJf-XTUHHuaS4R3O2aD58Jejc,1151.3066917676606,Alfamart
alfamart jl.aselih,4.2,52,-6.3518666,106.8010337,"jrx2+6cr, rt.7/rw.1, cipedak, south jakarta city",ChIJS129nNjvaS4RhFpkPRMENm4,489.67916776204834,Alfamart
alfamart,0.0,0,-6.352576699999999,106.8188851,"jl. srengseng sawah kel no.18, rw.7, srengseng sawah, kota jakarta selatan",ChIJLdQeZIztaS4R-teqdeGZ2Aw,2109.988367952214,Alfamart
alfamart,4.5,99,-6.348487899999999,106.8200177,"jl. srengseng raya kel no.87, rt.2/rw.7, srengseng sawah, kota jakarta selatan",ChIJPxyLWijsaS4Rl6Ahgql2Zkc,2357.4065584875766,Alfamart
alfamart,1.0,1,-6.3450368,106.8152846,"jl. wr. sila no.36, rt.2/rw.5, ciganjur, kota jakarta selatan",ChIJXWJrkhPvaS4Rrveg9EepZfI,2082.4410393932635,Alfamart
alfamart,4.4,39,-6.3360353,106.8081282,"jl. h. montong kel, rt.6/rw.2, ciganjur, kota jakarta selatan",ChIJcSF1kHzuaS4RmUi6Derkz0U,2407.672379014384,Alfamart
alfamart,4.3,16,-6.3389038,106.8344498,"komp. sta universitas pancasila jl. raya lt agung kel, rt.1/rw.3, srengseng sawah, kota jakarta selatan",ChIJO9SLoXrtaS4R_qO4Q2eaGC0,1294.0855548155396,Alfamart
alfamart,4.2,97,-6.3359894,106.8270017,"jl. moch. kahfi ii kel no.23, rt.11/rw.8, srengseng sawah, kota jakarta selatan",ChIJe1YAOdLtaS4Rt7Ol21BHFN4,1293.40981943496,Alfamart
alfamart,2.0,1,-6.3409759,106.8275507,"jl. raya desa putra no. 22, rt no.kel, rt.7/rw.5, srengseng sawah, kota jakarta selatan",ChIJozZ4F7HtaS4R1kONZ5ibbtU,744.6077427287714,Alfamart
alfamart,4.2,35,-6.346389599999999,106.8257072,"jl.simpang tiga, jl. pratama kel no.22, rt.6/rw.6, srengseng sawah, kota jakarta selatan",ChIJcXskSobtaS4Rgle9vWyGMns,174.24707577553886,Alfamart
alfamart,4.3,363,-6.3390194,106.8285737,"jl. desa putra raya no.3 kel, rw.5, srengseng sawah, kota jakarta selatan",ChIJAw3ltijtaS4RmcB7KA3NCio,978.4883458826178,Alfamart
alfamart,4.5,73,-6.333435799999999,106.835083,"jl. lenteng agung barat no. 9, kel no.04, rt.2/rw.10, srengseng sawah, kota jakarta selatan",ChIJ13AKk4ftaS4RCuU8MrNt6NA,1829.6147789442227,Alfamart
alfamart srengseng sawah (eg47),4.8,12,-6.3525632,106.8188433,"utama rt.5/rw.7, srengseng sawah, jagakarsa, rt.5/rw.7, srengseng sawah, kota jakarta selatan",ChIJzdSRmyfsaS4Rtl298qGtaec,1026.6116147309606,Alfamart
alfamart,4.2,102,-6.3353411,106.8132835,"jl. sadar raya no.kel, rt.2/rw.2, jagakarsa, kota jakarta selatan",ChIJyXE7tX7uaS4R_N1dj_5A7Lk,2014.3508085892552,Alfamart
alfamart,3.7,11,-6.3448658,106.8286053,"jl. srengseng sawah kel no.rt 5/12, rt.5/rw.12, srengseng sawah, kota jakarta selatan",ChIJNeAy4i3saS4R2vlrs_RK_Qk,372.18685821634926,Alfamart
alfamart,4.8,16,-6.3306239,106.8349623,"stasiun kel, lenteng agung, south jakarta city",ChIJIwmT0tTtaS4R6hg8QgNw3WY,2099.2314291388625,Alfamart
sumber alfaria trijaya. pt (alfamart),2.7,6,-6.350979499999999,106.8326992,"jl. lenteng agung timur, no. 1 rt. 06 rw. 01, jagakarsa, rt.12/rw.8, lenteng agung, kota jakarta selatan",ChIJddTlTzPsaS4R4BYzvn0YNik,762.3689578590471,Alfamart
alfamart,4.8,20,-6.3286377,106.8244583,"jl. raya jagakarsa no.2a, rt.9/rw.7, kel, kota jakarta selatan",ChIJWbkHhJ3taS4RYeZ0L7Xgo4Y,2124.74425252256,Alfamart
alfamart ltg agung jagakarsa,5.0,2,-6.3283086,106.8342246,"mrcm+mm5, rt.9/rw.4, lenteng agung, south jakarta city",ChIJ05wHln3taS4RfX09zv-hV4M,2302.937713776935,Alfamart
alfamart,4.7,86,-6.3212652,106.8254171,"jl ry jati padang 6 rt 4/4 kel, rt.11/rw.5, kebagusan, kota jakarta selatan",ChIJ60AxeGztaS4Ru2TlJfZ6_co,2597.1095654757883,Alfamart
alfamart,4.1,158,-6.3271403,106.8293354,"jl. klp. 3 no.49, rt.6/rw.3, kel, kota jakarta selatan",ChIJKUVCIj_taS4RPE3ln04fn_s,2550.57535298514,Alfamart
alfamart,4.5,97,-6.3179633,106.8191259,"jl. pepaya raya no.58, rt.12/rw.5, kel, kota jakarta selatan",ChIJW9l0OeDtaS4Rpqp-vEQlRxM,2490.3886208952026,Alfamart
alfamart royal residence,4.6,73,-6.3343032,106.8069313,"mr84+7qf, rt.7/rw.2, ciganjur, south jakarta city",ChIJMU7G8APvaS4RPldwPHdkBVs,466.3963383640638,Alfamart
alfamart,4.3,182,-6.2967705,106.8442387,"jl. raya poltangan, rt. 001, r no.kel, rt.1/rw.4, tj. bar., kota jakarta selatan",ChIJyyRGCHXyaS4RLCAb2pLyLeA,1214.936025617944,Alfamart
alfamart,4.4,172,-6.310429000000001,106.8373362,"jl. raya lenteng agung no.9 rt, rt.4/rw.1, lenteng agung, kota jakarta selatan",ChIJI4ismJftaS4RG7BjJdb_aTE,1517.6891715810557,Alfamart
alfamart lenteng agung 5,3.0,4,-6.3163063,106.8361512,"jl. raya lenteng agung no.22, rt.5/rw.1, lenteng agung, kota jakarta selatan",ChIJDQ0fsc7taS4R3NlvyB-kvR0,1944.667371143101,Alfamart
alfa rancho indah (dalam),4.4,269,-6.309573200000001,106.850957,"jl. rancho indah no.47d, rt.8/rw.2, tj. bar., kota jakarta selatan",ChIJFaiFN5DtaS4RMY3a1g0u8Bo,415.79352170486,Alfamart
alfamart,5.0,1,-6.3077549,106.8388917,"stasiun tanjung barat kel, rt.4/rw.1, srengseng sawah, kota jakarta selatan",ChIJAdADu4rtaS4RvCWKME2nOFc,1276.4251883828324,Alfamart
alfamart,0.0,0,-6.3071224,106.8350381,"apart kebagusan city unit 1-ka kel, rt.1/rw.3, kebagusan, kota jakarta selatan",ChIJgfNO4B7taS4R-UWce8QYzk8,1690.971464012202,Alfamart
alfamart tanjung barat,4.0,76,-6.3044692,106.8398007,"alfamart, jalan tanjung barat raya no.172, rt.2/rw.1, tanjung barat, jagakarsa, rt.10/rw.4, tj. bar., kota jakarta selatan",ChIJY1uOaPPtaS4RITGKVmQwRXc,1169.8413169484286,Alfamart
alfamart,4.2,400,-6.2984046,106.8407504,"jl. tj. bar. lama no.kel, rt.4/rw.4, tj. bar., kota jakarta selatan",ChIJW2lkqAryaS4Rl3e1w3Am11w,1343.3517736974989,Alfamart
alfamart nangka poltangan,4.1,10,-6.3027653,106.8484869,"jl. nangka raya no.1, rt.6/rw.5, tj. bar., kota jakarta selatan",ChIJFayoSIntaS4R9dPZgj-4vJY,400.7672551269938,Alfamart
alfamart,4.5,47,-6.301901099999999,106.8590919,"jl. waru no.kel, rt.:06/01/rw.1, gedong, kabupaten garut",ChIJQdPWtIbtaS4RhBYZ6sehLRQ,1069.5277411355676,Alfamart
alfamart,4.3,12,-6.2955397,106.841134,"jl. raya tj. barat kel no.24, rt.4/rw.4, tj. bar., kota jakarta selatan",ChIJq1i2LQvyaS4RHh12kmtjRqQ,1532.6611981253106,Alfamart
alfamart,4.1,115,-6.312118,106.838574,"jl.tanjung barat sltn rt 1/2, kel, rt.1/rw.2, tj. bar., kota jakarta selatan",ChIJO7r69eztaS4R6-qTHsW9FZo,1468.0397510504908,Alfamart
alfamart,0.0,0,-6.3027698,106.8484726,"jl. nangka i no.4, rt.6/rw.5, tj. bar., kota jakarta selatan",ChIJz6jzUEvtaS4RNyn3cEc9GMc,401.1212137047138,Alfamart
alfamart - kebagusan city,4.2,17,-6.307295,106.8351857,"apartemen kebagusan city tower a, rt.1/rw.3, kebagusan, pasar minggu, rt.1/rw.3, kebagusan, kota jakarta selatan",ChIJr2pCifHtaS4RLO2T4wxkmtk,1676.3871057067447,Alfamart
alfamart kaplongan,0.0,0,-6.2895993,106.8399531,"blok pasar minggu rt 06/02, kaplongan",ChIJWXRO9N7zaS4REwUM9xF11QI,2141.8372509230667,Alfamart
alfamart suci raya 3,4.5,76,-6.3163705,106.8673947,"mvm8+fx2, rt.4/rw.4, susukan, east jakarta city",ChIJPYChSj7taS4Rq-R7hSUu8o0,2220.7687832281986,Alfamart
sumber alfaria trijaya. pt (alfamart),5.0,2,-6.296903299999999,106.8410754,"jl. tanjung barat, rt. 012 rw. 004, pasar minggu, rt.3/rw.4, tj. bar., kota jakarta selatan",ChIJ8zwCzAryaS4RkFLYkvqVhtw,1426.9038044039794,Alfamart
alfamart,4.0,25,-6.304666999999999,106.8503666,"1, jl. rancho indah kel no.7, rt.1/rw.2, tj. bar., kota jakarta selatan",ChIJVdAdII_taS4Rb872ygOcjfw,136.65785940110862,Alfamart
west tanjung nangka alfamart,4.2,10,-6.3047898,106.8422906,"jl. nangka raya no.10, rt.11/rw.4, tj. bar., kota jakarta selatan",ChIJXUNCuIztaS4RQ6Z_2mFx3Mk,892.360549101461,Alfamart
alfamart,3.4,12,-6.315443900000001,106.8430878,"jl. tj. barat selatan gg. 100 kel, lenteng agung, kota jakarta selatan",ChIJ406rRZPtaS4RMYVeSLK2seg,1327.0247366130743,Alfamart
alfamart,4.2,17,-6.2959898,106.8365489,"jl. gurame i, rt.2/rw.9, kel, kota jakarta selatan",ChIJkRXFMgryaS4ROng0xXn-8EU,1875.771491498504,Alfamart
alfamart tb.simatupang 3,4.3,275,-6.3039748,106.8430684,"jalan tb. simatupang, rt.11/rw.4, tj. bar., kota jakarta selatan",ChIJ76qqqo3taS4RydX_XeSQfH8,825.9480966896748,Alfamart
swalayan tribuana vi (alfamart),4.1,26,-6.3155489,106.8580757,"mvm5+q6g, rt.1/rw.5, cijantung, east jakarta city",ChIJGWqmJpntaS4Rh-y6x6_6bFg,1376.0532833064249,Alfamart
alfamart,4.4,68,-6.316942099999999,106.8251017,"jl. kebagusan raya kel, rt.2/rw.4, kebagusan, kota jakarta selatan",ChIJ5ecsNQftaS4R2Gym8QnVXUk,1250.3522256242209,Alfamart
alfamart,3.7,11,-6.3234492,106.8354947,"jl. raya lenteng agung kel no.14, lenteng agung, kota jakarta selatan",ChIJlTB_4sPtaS4Rxc7ws3Uy_40,1681.922248772634,Alfamart
alfamart,3.7,15,-6.312712599999999,106.8257501,"jl. raya jatipadang kel no.16, rt.7/rw.5, kebagusan, kota jakarta selatan",ChIJ-86bRuTtaS4Roa7AGvYD-sg,1716.172651400322,Alfamart
alfamart,4.4,72,-6.3243592,106.8300011,"jl. joe klp. tiga, rt.2/rw.3, kel, kota jakarta selatan",ChIJYbi2VcPtaS4REBIUqS4H6nw,1070.7556453987436,Alfamart
alfamart,4.5,287,-6.258382699999999,106.7680629,"jl. rc. veteran raya no.17h, rt.4/rw.4, bintaro, kota jakarta selatan",ChIJ19nrzXjxaS4R0lQ2di-0Tl4,1271.770406595295,Alfamart
alfamart,4.1,13,-6.2562549,106.7620386,"jl. bintaro permai no.03b, rt.5/rw.2, pesanggrahan, kota jakarta selatan",ChIJd_TogY_xaS4Rr4fIDW9btxc,1931.5017152732169,Alfamart
alfamart,4.8,8,-6.2466634,106.7620832,"jl.ulujami raya no 86 rt 1/4 kel, rw.7, ulujami, kota jakarta selatan",ChIJiZF3MRHxaS4RMkLi-3sXAfI,2245.927972506068,Alfamart
alfamart,4.5,194,-6.274661099999999,106.7633277,"jl. rc veteran i rt 004, rt.4/rw.7, bintaro, kota jakarta selatan",ChIJT3CjyLrxaS4R7JM0n40maFA,2648.74917836419,Alfamart
alfamart,4.4,96,-6.2609176,106.7672296,"jl. rc. veteran raya no.8, rt.10/rw.10, bintaro, kota jakarta selatan",ChIJAcbTg1XwaS4RG9XNozvVjE4,1421.2423163115636,Alfamart
alfamart,4.3,107,-6.265090300000001,106.7661347,"jl. rc. veteran raya no.3, rt.9/rw.1, bintaro, kota jakarta selatan",ChIJfQbLC1TwaS4R2VS9ArUGtyk,1724.6036580382074,Alfamart
alfamart,3.9,10,-6.2633835,106.7634433,"jl. depsos raya no.20, rt.7/rw.9, bintaro, kota jakarta selatan",ChIJ6_849HLxaS4RGmSP-2LIumQ,1907.636563645344,Alfamart
alfamart ulujami perdatam 2,4.4,278,-6.241565200000001,106.763046,"jl. ulujami raya no.37, rt.11/rw.5, ulujami, kota jakarta selatan",ChIJxVlcmuXxaS4RuKkkG0FzqEg,2506.023527167494,Alfamart
alfamart kesehatan raya dekat sari indah,0.0,0,-6.2706111,106.7594005,"circle k kesehatan, jl. kesehatan raya jl. rw. papan, rt.3/rw.6, bintaro, south jakarta city",ChIJi1XDcvTxaS4RTcqRw8n3ytE,2682.775281604965,Alfamart
alfamart kesehatan bintaro,4.5,359,-6.270978599999999,106.7638361,"jl. kesehatan raya, rt.1/rw.11, bintaro, kota jakarta selatan",ChIJJ1GSGk7waS4RaM29vu-XutM,2320.4781360363954,Alfamart
pt. sumber alfaria trijaya (alfamart),0.0,0,-6.2756386,106.762513,"jl. rc. veteran raya no.16, rt.3/rw.1, bintaro, kota jakarta selatan",ChIJ6w2CLUnwaS4RyI1aYbJcdTg,2789.73937906642,Alfamart
alfamart,3.3,23,-6.2136295,106.7798298,"jl. raya kby. lama kel no.6, rt.3/rw.1, grogol utara, kota jakarta selatan",ChIJd2BjRnf3aS4RNuD_v9JPHBk,1825.0870201149,Alfamart
alfamart,4.0,33,-6.2187475,106.7937508,"jl. patal senayan, no. 01, blok f, kav. 197, rt.3/rw.007 kel, grogol utara, kota jakarta selatan",ChIJl4LWWzXxaS4R68Ts7gLQtmg,1981.928698752689,Alfamart
alfamart,4.1,61,-6.2333072,106.7605881,"jl. swadarma raya kel no.24, rt.18/rw.8, ulujami, kota jakarta selatan",ChIJiThZFNvwaS4RTbh3WkNuQRc,2163.281174212212,Alfamart
alfamart,4.1,78,-6.2276746,106.7604631,"jl. swadarma raya kel no.9, rt.9/rw.8, ulujami, kota jakarta selatan",ChIJUXhI3AzxaS4RwEQ8G0z8fnE,2162.532084518839,Alfamart
alfamart,4.4,82,-6.233785,106.7573647,"jl. kostrad pusri kel no.42 rt 04/04, rt.4/rw.4, pela mampang, kota jakarta selatan",ChIJV5SblcTwaS4RFahjIV6xK_g,1825.5184125512271,Alfamart
alfamart,3.8,20,-6.241620699999999,106.7563085,"jl. m. saidi no. 37, rt. 004 / 001 kel, rt.7/rw.5, petukangan sel., kota jakarta selatan",ChIJHWXiNejwaS4ROduEiEdqDvs,1983.9530494962748,Alfamart
alfamart,0.0,0,-6.2373959,106.7584582,"jl. ciledug raya kel no.2, rt.13/rw.002, petukangan utara, kota jakarta selatan",ChIJ-agkUa3xaS4RDzBJWhZ9pAQ,1674.3998740176771,Alfamart
sumber alfaria trijaya. pt (alfamart),0.0,0,-6.2351522,106.7576759,"mampang prpt. jl. kostrad pusri no.42, rt.5/rw.4, petukangan utara, kota jakarta selatan",ChIJTfcbXMPwaS4RUTsckpjrLio,1769.3970947346709,Alfamart
alfamart,4.3,83,-6.2262738,106.7574297,"jl. palem v no.29a, rt.3/rw.008 kel, petukangan utara, kota jakarta selatan",ChIJbZxuR87waS4RypdX0qDk-Ss,2137.3196252379857,Alfamart
alfamart,4.4,228,-6.2498001,106.7567651,"jl. merpati raya no.1, rt.3/rw.6, pesanggrahan, kota jakarta selatan",ChIJfTNH2u_waS4RfAA7VP4nhgA,2354.5506595083443,Alfamart
alfamart anggrek cakra,4.3,4,-6.2026125,106.7774417,"jalan anggrek cakra, no. 19 sukabumi utara, jl. panjang no.rt.5, rt.5/rw.7, kebon jeruk, west jakarta city",ChIJH1TFaor3aS4RzLaytbCIxOw,1728.1860770754836,Alfamart
alfamart,4.1,56,-6.207507300000001,106.7834121,"jl.kebayoran lama no.21 rt 4/3 kel, jl. raya kby. lama no.2a, rt.4/rw.3, grogol utara, kota jakarta selatan",ChIJlWLFJcX2aS4R6fFLh-CWsAs,968.796686744963,Alfamart
alfamart jalan angrek cendrawasih raya,0.0,0,-6.199457,106.7977008,"jalan anggrek cendrawasih raya no. k50, rt.1/rw.3, kemanggisan, west jakarta city",ChIJAWxzL-f3aS4Rf3DliLnYd0o,2287.546213340093,Alfamart
alfamart,4.1,21,-6.274270899999999,106.7549809,"jl. bintaro permai raya no.14 rt 4/3, rt.11/rw.11, bintaro, kota jakarta selatan",ChIJxRzCGnjxaS4RHQMj-rsrhgg,0.0,Alfamart
alfamart,0.0,0,-6.269869099999999,106.7545909,"jl. mura raya no.7, rt.14/rw.8, bintaro, south jakarta city",ChIJy7Tf1pvxaS4RaY5OqcLjQBI,0.0,Alfamart
alfamart,4.4,43,-6.233994099999999,106.8496706,"jl. tebet barat, no. iv, no. 7, rt. 016 / 04, kel, rt.16/rw.2, tebet bar., kota jakarta selatan",ChIJ9Vwe-pbzaS4RRlQmSFdW96A,1318.851289318471,Alfamart
alfamart,4.3,21,-6.2349423,106.8570767,"jl. tebet timur dalam raya kel no.9, rt.5/rw.6, tebet tim., kota jakarta selatan",ChIJHxShupTzaS4Rfd_GHD6Fkqw,1175.65057588869,Alfamart
alfamart,4.3,94,-6.238003099999999,106.8602481,"jl. asem baris raya no.146, rt.11/rw.012 kel, kb. baru, kota jakarta selatan",ChIJ515758zzaS4RzrzdPn8horE,1046.7618295032212,Alfamart
alfamart,4.4,115,-6.2296444,106.8533086,"jl. tebet raya no.10a, rt.9/rw.4 kel, tebet tim., kota jakarta selatan",ChIJrwK7gpDzaS4RiLpXd52lzmk,1715.2576194739895,Alfamart
alfamart,4.5,19,-6.253404799999999,106.8401304,"jl. duren tiga selatan no.88, rt.1/rw.001 kel, pancoran, kota jakarta selatan",ChIJAXBtHt7zaS4RqSjmY_L6_Tg,1789.9532956425974,Alfamart
alfamart express,0.0,0,-6.2425745,106.8586384,"jl. tebet timur raya no.55, rw.14, tebet tim., kota jakarta selatan",ChIJA4mAfRjzaS4RW9IHZeqsAaw,584.5991549192511,Alfamart
alfamart,4.3,68,-6.2295531,106.8467864,"jl dr soepomo sh no 73d menten, rt.2/rw.15, menteng dalam, kota jakarta selatan",ChIJFRyV05PzaS4RMYjyqWOO87o,1898.1805807876,Alfamart
alfamart,3.0,2,-6.233449999999999,106.85983,"jl. asem baris raya kel no.8 rt 2/6, rt.2/rw.6, kb. baru, kota jakarta selatan",ChIJufbg8FXzaS4RNHykvXTY9ec,1443.664233951876,Alfamart
alfamart,4.1,175,-6.249124,106.8586472,"jl. pengadegan timur raya no.17, rt.3/rw.2, pengadegan, kota jakarta selatan",ChIJSRHaLq_zaS4RM3bNCU2HZd8,686.4867469064709,Alfamart
alfamart tebet utara dalam,0.0,0,-6.227136199999999,106.8550131,"10, jl. tebet utara dalam no.14, rw.1, tebet tim., kota jakarta selatan",ChIJ2y6N7cbzaS4Rq34j25qX_tE,1995.8682589065384,Alfamart
alfamart,0.0,0,-6.2514477,106.8618801,"jl. pengadegan timur i no.30, rt.7/rw.1, pengadegan, kota jakarta selatan",ChIJ1YYQJfXzaS4RtiFyuIT23go,1126.2905171968173,Alfamart
alfamart asem baris dua,4.5,17,-6.240856200000001,106.860392,"jl. asem baris raya no.12, rt.6/rw.14, kb. baru, kota jakarta selatan",ChIJcX-mR6HzaS4RpaepHq-g7uc,849.1599752835926,Alfamart
alfamart,3.5,2,-6.2579807,106.8499505,"apartement kalibata city tower nusa indah 08-11 kel, rt.9/rw.4, rawajati, kota jakarta selatan",ChIJgztQ37LzaS4RqexTxSjOLo8,1504.478694438989,Alfamart
alfamart,4.1,22,-6.2624146,106.8482494,"jl. empang tiga no.99 rt.14, rw no.kel, rt.14/rw.1, pejaten tim., kota jakarta selatan",ChIJldgfBQDzaS4RQD2w0HmvqT0,2031.340726531162,Alfamart
alfamart,4.3,271,-6.246529199999999,106.8553284,"5 jalan pengadegan utara kel no. 6 2, cikoko, kota jakarta selatan",ChIJSzw7gK_zaS4R5IGShG4jJTk,221.80693286179385,Alfamart
alfamart,4.3,120,-6.2516637,106.8500804,"jl. pengadegan selatan no.no, rt.3/rw.5, pengadegan, kota jakarta selatan",ChIJy5ulebHzaS4RlZiilhvlQuQ,851.626298920657,Alfamart
alfamart,4.3,185,-6.2614857,106.8419188,"jl. kalibata tengah kel no.rt. 001 / 07, rt.2/rw.7, kalibata, kota jakarta selatan",ChIJxx6tdpbzaS4RZ-Qlex8c2vI,2261.35295200208,Alfamart
alfamart asem baris 9,3.3,3,-6.231533199999999,106.8595579,"jl. asem baris raya no.2, rt.4/rw.4, kb. baru, kota jakarta selatan",ChIJu7E9QdjzaS4RRrwgvXYkovU,1625.3272119860324,Alfamart
alfamart,4.2,247,-6.232115299999999,106.8526155,"jl. tebet timur raya kel no.10a, rw.5, tebet tim., kota jakarta selatan",ChIJvxCSrJDzaS4RKB-Id--kE3M,1446.75369831937,Alfamart
alfamart,0.0,0,-6.2422578,106.8586157,"jl. tebet timur dalam ii jl. letjen m.t. haryono no.kel, rt.11/rw.6, tebet tim., kota jakarta selatan",ChIJVZBHaVfzaS4RFTjXgXG6zA0,599.8740217953381,Alfamart
alfamart,4.3,6,-6.241123,106.860408,"no., jl. asem baris raya no.12, rt.6/rw.14, kb. baru, kota jakarta selatan",ChIJeSn3SKHzaS4R_WptlUHhqUU,834.7196886181324,Alfamart
alfamart,4.2,161,-6.2499501,106.8363977,"jl. pancoran barat vii kel no.22, rt.9/rw.6, kalibata, kota jakarta selatan",ChIJ6RtK2MjzaS4RUM3_G2pv1Kc,2017.7574226745064,Alfamart
alfamart - tower ebony,5.0,1,-6.257284599999999,106.8526894,"pvv3+33p, rt.9/rw.4, rawajati, south jakarta city",ChIJJwlUwbrzaS4RF4cES_63IzE,1367.1953994671503,Alfamart
