nama_tempat,rating_tempat,user_ratings_total,latitude,longitude,alamat_tempat,place_id,store,nama_kelurahan,nama_kecamatan,nama_kota,competitor_density_500m,jarak_kompetitor_meter,kompetitor_head_to_head,jarak_pasar_meter,pasar_terdekat,pelanggaran_zonasi,cluster_hdbscan_makro,cluster_hdbscan_prob,cluster_dbscan_hotspot,spatial_risk_score
indomaret,4.0,7,-6.223765999999999,106.826793,"jl. prof. dr. satrio no.63, rt.11/rw.4, kuningan, karet kuningan, kota jakarta selatan",ChIJq-xEWLDzaS4RO4DqvG3IFd0,Indomaret,Karet Kuningan,Setiabudi,Kota Jakarta Selatan,4,426.68,0,1115.9964781465999,pasar karbela,0,24,0.9199618318185165,11,0.3243
indomaret bek murad fz7m,4.2,36,-6.216343999999999,106.8201923,"jl. bek murad no.36, rw.1, kuningan, karet kuningan, kota jakarta selatan",ChIJCzDmJsD1aS4RcZY18yQacU8,Indomaret,Karet Kuningan,Setiabudi,Kota Jakarta Selatan,5,19.49,1,701.1241030189184,pasar karbela,0,24,1.0,12,0.3529
indomaret bangka 2b,4.4,293,-6.242254099999999,106.8196646,"jl. bangka ii no.12, rt.5/rw.9, pela mampang, kota jakarta selatan",ChIJR_R8Od_zaS4RTFXXRKEDqVo,Indomaret,Pela Mampang,Mampang Prapatan,Kota Jakarta Selatan,6,256.55,0,882.6266730733837,pasar santa,0,9,0.8460911098366846,45,0.3581
indomaret point,0.0,0,-6.2440509,106.8161762,"jl. bangka raya no.25, rw.2, pela mampang, kota jakarta selatan",ChIJNW2A01zxaS4RylvPeD8BOB4,Indomaret,Pela Mampang,Mampang Prapatan,Kota Jakarta Selatan,6,0.22,1,764.374399367553,pasar santa,0,9,0.8460911098366846,13,0.3581
indomaret kemang utara. tc87,4.4,18,-6.2541381,106.8269373,"jl. kemang utara ix no.1, rt.2/rw.5, duren tiga, kota jakarta selatan",ChIJhxAVNdLzaS4RE36ihgryocM,Indomaret,Duren Tiga,Pancoran,Kota Jakarta Selatan,3,149.47,0,160.60113942794567,pasar warung buncit,1,9,0.727871911335447,14,0.6846
indomaret,0.0,0,-6.247488499999999,106.8149378,"jl. bangka iig no.11, rw.11, pela mampang, kota jakarta selatan",ChIJ-bHiAPTxaS4RQJ3di8P7F2g,Indomaret,Pela Mampang,Mampang Prapatan,Kota Jakarta Selatan,7,405.8,0,1080.4851951385376,pasar santa,0,9,0.8460911098366846,-1,0.2287
indomaret fresh,4.6,46,-6.243758199999999,106.8163851,"jl. bangka raya no.23, rw.5, pela mampang, kota jakarta selatan",ChIJOVEJ60XxaS4RhRxK42wBrb8,Indomaret,Pela Mampang,Mampang Prapatan,Kota Jakarta Selatan,6,40.1,1,747.2801657230066,pasar santa,0,9,0.8460911098366846,13,0.3581
indomaret pasar minggu 15b (ffdq),4.5,8,-6.2607737,106.8428871,"jl. raya pasar minggu no.15 a, rt.1/rw.7, kalibata, kota jakarta selatan",ChIJv6HpCt3zaS4R6xwdQSocB24,Indomaret,Kalibata,Pasar Minggu,Kota Jakarta Selatan,2,133.13,0,579.5891824894572,pasar kaget,0,13,0.5446973023776196,-1,0.0956
indomaret - tower damar,4.2,10,-6.257493999999999,106.8528125,"pvr3+x4w, rt.9/rw.4, rawajati, kota jakarta selatan",ChIJn9W6dvPzaS4R-cPh4bkgO1g,Indomaret,Rawajati,Pancoran,Kota Jakarta Selatan,9,26.97,1,884.8689291748774,pasar kaget pengadegan,0,13,1.0,15,0.4353
indomaret,4.6,19,-6.2614906,106.840841,"jl. kalibata tengah no.1a, rt.5/rw.7, kalibata, kota jakarta selatan",ChIJyTF07TXyaS4RYebkKF7u42o,Indomaret,Kalibata,Pancoran,Kota Jakarta Selatan,4,119.13,0,396.3863585013538,pasar kaget,1,14,1.0,-1,0.5824
indomaret,0.0,0,-6.2577016,106.8535744,"tower kalibata cendana, rawajati, kota jakarta selatan",ChIJV9gKwXvzaS4RKk1asM_cBr8,Indomaret,Rawajati,Pancoran,Kota Jakarta Selatan,9,108.25,0,868.9774870449213,pasar kaget pengadegan,0,13,1.0,15,0.4353
indomaret tower rafles,0.0,0,-6.2572773,106.850916,"tower rafles t4vn, kalibata city, apt",ChIJXYGF0a_zaS4RaVDjPs-LMYk,Indomaret,Rawajati,Pancoran,Kota Jakarta Selatan,7,132.31,0,983.72293649723,pasar kaget pengadegan,0,13,1.0,15,0.3941
indomaret of rawajati,4.1,10,-6.2628099,106.8520926,"pvp2+vrh, jl. rawajati timur, rt.7/rw.6, rawajati, kota jakarta selatan",ChIJPRc3DE7yaS4Rlzq8SQ7YEfE,Indomaret,Rawajati,Pancoran,Kota Jakarta Selatan,3,339.58,0,1457.5792910678986,pasar kaget pengadegan,0,13,0.672785703058275,-1,0.129
indomaret tower cendana,4.8,5,-6.2584634,106.8533232,"jl. rawajati barat no.8, rw.4, rawajati, kota jakarta selatan",ChIJv2LFq1LyaS4RTp3YYUId3jg,Indomaret,Rawajati,Pancoran,Kota Jakarta Selatan,9,148.62,0,957.8311600068528,pasar kaget pengadegan,0,13,1.0,15,0.4353
indomaret h.maun,4.2,84,-6.258863799999999,106.8375135,"prrq+c2r, jl. duren tiga selatan, rt.8/rw.2, kalibata, kota jakarta selatan",ChIJI0tOwjTyaS4RLO_bH3X27As,Indomaret,Kalibata,Pancoran,Kota Jakarta Selatan,2,533.36,0,92.58311053229849,pasar kaget,1,14,0.8649662758470895,-1,0.5277
indomaret,4.2,5,-6.2563574,106.8502356,"apartemen kalibata city green palace tower tulip, no 1, selatan rt.9/rw.4, jl. raya kalibata, rt.9/rw.4, rawajati, kota jakarta selatan",ChIJkUGyILPzaS4RS2iZ8BGqPkc,Indomaret,Rawajati,Pancoran,Kota Jakarta Selatan,6,183.23,0,961.8186828166556,pasar kaget pengadegan,0,13,1.0,15,0.3735
indomaret point stasiun kalibata,4.4,27,-6.255365599999999,106.8549931,"pvv3+vx5, jl. rawajati bar., rt.6/rw.7, rawajati, kota jakarta selatan",ChIJzXZzEq3zaS4REp5urTglWeE,Indomaret,Rawajati,Pancoran,Kota Jakarta Selatan,6,143.03,0,570.2210503596061,pasar kaget pengadegan,0,13,1.0,-1,0.2235
indomaret kemang timur raya {t01a},4.0,13,-6.2681964,106.8239824,"jalan kemang timur, rt.7/rw.3, bangka, mampang prapatan, rt.7/rw.3, bangka, kota jakarta selatan",ChIJ89CaVi_yaS4Rmq471uckjw0,Indomaret,Bangka,Mampang Prapatan,Kota Jakarta Selatan,2,215.0,0,1480.2461018180707,pasar warung buncit,0,-1,0.0,-1,0.0412
indomaret,3.6,10,-6.2627434,106.830664,"jl. warung buncit raya no.1 a, rt.5/rw.3, kalibata, kota jakarta selatan",ChIJ420LHDLyaS4RhHEuu5hwBX8,Indomaret,Kalibata,Pancoran,Kota Jakarta Selatan,3,349.19,0,856.5928814062976,pasar kaget,0,14,0.8042464688945224,-1,0.1422
indomaret angsana,4.4,28,-6.2720279,106.8486037,"jl. angsana raya no.11, rt.10/rw.4, pejaten tim., kota jakarta selatan",ChIJJYdxEkTyaS4RUCWdYxW7wqA,Indomaret,Pejaten Timur,Pasar Minggu,Kota Jakarta Selatan,4,8.15,1,1824.048318246342,pasar kaget,0,-1,0.0,16,0.2324
indomaret warung jati,4.1,127,-6.2694594,106.8377558,"jl. siaga raya no.7b, rt.12/rw.4, pejaten bar., kota jakarta selatan",ChIJCQpntznyaS4R5HJ1zQCwkB4,Indomaret,Pejaten Barat,Pasar Minggu,Kota Jakarta Selatan,5,24.49,1,1089.8679337967192,pasar kaget,0,14,1.0,-1,0.2029
indomaret warga siaga,4.5,20,-6.272292699999999,106.8391874,"jl. warga baru no.4b 17, rt.17/rw.3, pejaten bar., kota jakarta selatan",ChIJITbO1jjyaS4RS5lw3N7iBVM,Indomaret,Pejaten Barat,Pasar Minggu,Kota Jakarta Selatan,5,90.81,0,1413.68600864,pasar kaget,0,14,1.0,-1,0.2029
indomaret,4.4,243,-6.2518104,106.8145478,"jl. bangka raya no.105, rt.1/rw.12, pela mampang, kota jakarta selatan",ChIJ0dTG_nzxaS4RT0V7owX_qpg,Indomaret,Pela Mampang,Mampang Prapatan,Kota Jakarta Selatan,4,65.41,0,1290.7224546737648,pasar warung buncit,0,9,0.7883089672604695,-1,0.1612
indomaret spbu kemang,4.5,98,-6.2668841,106.8157034,"spbu kemang, jl. kemang raya no.7, rw.2, bangka, kota jakarta selatan",ChIJXaV9uofxaS4R737kEcz9UiE,Indomaret,Bangka,Mampang Prapatan,Kota Jakarta Selatan,2,597.01,0,1537.8600547366188,pasar cipete selatan,0,9,0.6371508251636194,-1,0.1049
indomaret buncit warung jati. {t8nd},4.4,206,-6.262678699999999,106.8306876,"jl. kalibata tengah xvi no.1, rt.5/rw.9, kalibata, kota jakarta selatan",ChIJcTAiHDLyaS4R0aVLrIbKjmg,Indomaret,Kalibata,Pancoran,Kota Jakarta Selatan,3,344.5,0,851.339354819694,pasar kaget,0,14,0.8017165056018936,-1,0.1419
indomaret warung jati,5.0,1,-6.2613007,106.8289744,"jl. warung buncit raya no.25, rt.7/rw.3, kalibata, kota jakarta selatan",ChIJSXpPIvDzaS4RKSuxd1gXm2Q,Indomaret,Kalibata,Pancoran,Kota Jakarta Selatan,2,514.12,0,784.4371515562996,pasar warung buncit,0,14,0.9429817297234564,-1,0.1355
kemang timur indomaret,4.2,207,-6.2639511,106.8236563,"jl. kemang timur no.38, rt.8/rw.3, bangka, kota jakarta selatan",ChIJQZigUinyaS4R4ofKanmV2lI,Indomaret,Bangka,Mampang Prapatan,Kota Jakarta Selatan,2,259.08,0,1022.0529647695179,pasar warung buncit,0,-1,0.0,-1,0.0412
indomaret point kemang,4.4,196,-6.2602656,106.815172,"jl. kemang raya no.8, rt.8/rw.2, bangka, kota jakarta selatan",ChIJS0XcTYDxaS4R7ku6ssO11Gs,Indomaret,Bangka,Mampang Prapatan,Kota Jakarta Selatan,2,438.96,0,1309.836853076379,pasar warung buncit,0,9,0.6543790137412634,-1,0.1066
indomaret kemang mampang tjkc,3.4,16,-6.2555529,106.8123381,"jl. kemang raya no.15, rt.13/rw.1, bangka, kota jakarta selatan",ChIJN7p70X7xaS4R6VpOujMI_Wo,Indomaret,Bangka,Mampang Prapatan,Kota Jakarta Selatan,3,426.42,0,1486.4063263523085,pasar warung buncit,0,9,0.6230549886230525,-1,0.1241
indomaret kemang selatan 8 t6zo,4.5,225,-6.2674666,106.8139114,"jl. kemang selatan viii no.67f, rt.7/rw.2, bangka, kota jakarta selatan",ChIJDVvROIbxaS4RE-sW0bxd2kc,Indomaret,Bangka,Mampang Prapatan,Kota Jakarta Selatan,3,410.92,0,1380.6108512449564,pasar cipete selatan,0,9,0.653585036875727,-1,0.1271
fresh indomaret kemang,4.4,382,-6.272597699999999,106.8149503,"jl. kemang raya no.128, rt.3/rw.2, bangka, kota jakarta selatan",ChIJsVZkdYnxaS4RtDwdFb5B2t0,Indomaret,Bangka,Mampang Prapatan,Kota Jakarta Selatan,2,51.52,0,1002.3750402522509,pasar cipete selatan,0,9,0.593647981118296,-1,0.1005
indomaret birah senayan,4.1,168,-6.2353007,106.8152731,"no.13, jl. birah i no.1, rt.5/rw.6, rw. bar., kota jakarta selatan",ChIJkYWOBl_xaS4RmTTy6oeqFXc,Indomaret,Rawa Barat,Kebayoran Baru,Kota Jakarta Selatan,2,413.77,0,393.93395016595514,pasar santa,1,-1,0.0,-1,0.4412
indomaret,5.0,2,-6.255084,106.8144756,"jl. bangka raya no.5d, rt.13/rw.1, bangka, kota jakarta selatan",ChIJna8wx9fxaS4RYJPoLhdWN9A,Indomaret,Bangka,Mampang Prapatan,Kota Jakarta Selatan,4,298.69,0,1248.920359807119,pasar warung buncit,0,9,0.7883089672604695,-1,0.1612
indomaret apartemen kemang jaya,4.0,9,-6.2646261,106.813776,"jl. taman kemang jaya no.9, rw.2, bangka, kota jakarta selatan",ChIJGQe3OH7xaS4RIoThryrl3zc,Indomaret,Bangka,Mampang Prapatan,Kota Jakarta Selatan,4,437.69,0,1660.0575692044242,pasar cipete selatan,0,9,0.6543790137412634,-1,0.1478
indomaret point kemang (argo promosi),4.7,71,-6.2617066,106.8155229,"jl. kemang raya no.36, rt.12/rw.5, bangka, kota jakarta selatan",ChIJ_YNG5YDxaS4RQpg-Vbilhmw,Indomaret,Bangka,Mampang Prapatan,Kota Jakarta Selatan,2,552.46,0,1356.257470647594,pasar warung buncit,0,9,0.6543790137412634,-1,0.1066
indomaret kalibata utara,4.5,101,-6.2604007,106.837657,"jl. kalibata utara ii no.37, rt.7/rw.7, kalibata, kota jakarta selatan",ChIJiXNZXIjzaS4RjQ-7sFoVCPU,Indomaret,Kalibata,Pancoran,Kota Jakarta Selatan,4,466.48,0,83.44289576426259,pasar kaget,1,14,1.0,-1,0.5824
indomaret pasar minggu,4.1,77,-6.2804467,106.844865,"jl. raya pasar minggu no.8, rt.6/rw.1, ps. minggu, kota jakarta selatan",ChIJz_____DtaS4R2Q5FIFxTxv8,Indomaret,Pasar Minggu,Pasar Minggu,Kota Jakarta Selatan,0,539.08,0,1154.0936691420736,pasar minggu,0,-1,0.0,-1,0.0
indomaret point ampera,4.3,264,-6.2819344,106.8197334,"5, jl. ampera raya no.135, rt.5/rw.10, ragunan, kota jakarta selatan",ChIJSdmaRR7yaS4Rz1S6S2xE9kw,Indomaret,Ragunan,Pasar Minggu,Kota Jakarta Selatan,0,530.16,0,1351.9737517644037,pasar cipete selatan,0,-1,0.0,-1,0.0
indomaret,5.0,1,-6.2794572,106.8335032,"prcm+59q, rt.13/rw.2, jati padang, kota jakarta selatan",ChIJNb3Las7zaS4R0UHAjC6iv1A,Indomaret,Jati Padang,Pasar Minggu,Kota Jakarta Selatan,3,163.24,0,1335.7743836087006,pasar minggu,0,-1,0.0,46,0.2118
indomaret,4.6,81,-6.275748999999999,106.8414378,"jl. pejaten raya no.1b, rt.7, pejaten bar., kota jakarta selatan",ChIJ63ebeEDyaS4RkvBsuy-1j3o,Indomaret,Pejaten Barat,Pasar Minggu,Kota Jakarta Selatan,3,125.35,0,1549.9342194214375,pasar minggu,0,14,0.7928191750421003,-1,0.141
indomaret cikajang. f4o3,3.8,33,-6.2394178,106.8107532,"1, jl. cikajang no.1, rt.1/rw.5, petogogan, kota jakarta selatan",ChIJC8mjQGfxaS4RkOquMhj4bMM,Indomaret,Petogogan,Kebayoran Baru,Kota Jakarta Selatan,3,74.49,0,289.8095694767695,pasar santa,1,-1,0.0,17,0.6118
indomaret cipaku 1 no. 33,0.0,0,-6.239303899999999,106.8121988,"jl. cipaku i no.2, rw.4, petogogan, kota jakarta selatan",ChIJXxPvJBLxaS4RtgUwzQoQGtQ,Indomaret,Petogogan,Kebayoran Baru,Kota Jakarta Selatan,3,232.55,0,168.65869299907916,pasar santa,1,9,0.6961530559660932,17,0.6814
indomaret wolter mongonsidi,4.4,150,-6.2385571,106.817085,"1, jl. kapten tendean no.125, rt.1/rw.2, rw. bar., kota jakarta selatan",ChIJB9ECK93xaS4R_Mj4ihkqHJI,Indomaret,Rawa Barat,Kebayoran Baru,Kota Jakarta Selatan,3,0.04,1,462.9116835757973,pasar santa,1,9,0.7603119017441269,45,0.6878
indomaret,5.0,1,-6.2258532,106.8588152,"blok a, jl. gudang peluru barat, jl. kh. abd. syafei'i no.17, rt.4/rw.3, kb. baru, kota jakarta selatan",ChIJq-_X7gzzaS4RvoAmsWNp4Qk,Indomaret,Kebon Baru,Tebet,Kota Jakarta Selatan,16,6.21,1,977.3941733513097,pasar jaya bukit duri,0,22,1.0,2,0.5794
indomaret hybrid pejaten raya,4.3,256,-6.279562299999999,106.8367311,"jl. pejaten raya no.42, rt.8/rw.10, jati padang, kota jakarta selatan",ChIJL-7KwRXyaS4R1KfdS1lXbjA,Indomaret,Jati Padang,Pasar Minggu,Kota Jakarta Selatan,3,95.15,0,1172.9993534295754,pasar minggu,0,14,0.8565464477500906,46,0.2974
indomaret fatmawati 33d,5.0,1,-6.2664857,106.7975475,"rt 03 no, jl. rs. fatmawati raya no.33c, rt.2/rw.2, gandaria sel., kota jakarta selatan",ChIJsZgWTnXxaS4R_vrbAMPG_9c,Indomaret,Gandaria Selatan,Cilandak,Kota Jakarta Selatan,12,46.97,1,1761.0174065272306,pasar cipete selatan,0,21,1.0,18,0.4971
indomaret,4.6,43,-6.2627085,106.7887445,"jl. radio dalam raya no.12a, rt.7/rw.10, gandaria utara, kota jakarta selatan",ChIJvygfS6HxaS4RL3sTDNNU6fY,Indomaret,Gandaria Utara,Kebayoran Baru,Kota Jakarta Selatan,2,35.81,1,2460.9040735141507,pasar mayestik,0,-1,0.0,-1,0.0412
indomaret,4.3,7,-6.2774015,106.7765376,"pertokoan taman hijau baru, jalan bukit hijau 1 no. 14, pondok pinang, kebayoran lama, rt.1/rw.13, pd. pinang, kota jakarta selatan",ChIJkx-NPnL4aS4RDbS5_c6xsp4,Indomaret,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,6,3.35,1,2318.9039877900486,pasar mede pd pasar jaya,0,8,1.0,-1,0.2235
indomaret,4.7,3,-6.278223100000001,106.797096,"jl. rs. fatmawati raya no.7, rt.8/rw.6, gandaria sel., kota jakarta selatan",ChIJzVqDlcTxaS4Rwlnqrz5hXbo,Indomaret,Gandaria Selatan,Cilandak,Kota Jakarta Selatan,6,201.62,0,971.2135469627709,pasar mede pd pasar jaya,0,19,1.0,19,0.3735
indomaret,4.3,42,-6.2857772,106.7808844,"pq7j+p92, jl. metro pondok indah, rt.3/rw.14, pd. pinang, kota jakarta selatan",ChIJLWcbOM_xaS4RIMEFJuZjRvY,Indomaret,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,4,152.36,0,1595.1464147292284,pasar mede pd pasar jaya,0,8,0.864520734933026,20,0.3188
indomaret,0.0,0,-6.2910563,106.7949517,"jl. pejaten raya no.19 a, rt.18/rw.2, jati padang, kota jakarta selatan",ChIJZW196Q7xaS4R95E7nWT6Da4,Indomaret,Jati Padang,Cilandak,Kota Jakarta Selatan,6,85.95,0,478.09001042560624,pasar mede pd pasar jaya,1,16,1.0,21,0.7735
indomaret ciputat raya 4,4.1,18,-6.2829641,106.7806074,"jl. ciputat raya no.4, rt.9/rw.2, pd. pinang, kota jakarta selatan",ChIJd-fx6q3xaS4RLtxCS_G0RvY,Indomaret,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,3,166.21,0,1676.2289929708359,pasar mede pd pasar jaya,0,8,0.864520734933026,20,0.2982
indomaret - plaza satu pondok indah,4.2,9,-6.2843295,106.7811145,"jl. taman duta i no.7, rt.4/rw.14, pd. pinang, kota jakarta selatan",ChIJn2i-wMjxaS4RporVNR8Svs0,Indomaret,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,3,16.84,1,1589.22450117827,pasar mede pd pasar jaya,0,8,0.864520734933026,20,0.2982
indomaret spbu terogong,4.8,8,-6.2821542,106.7916131,"jl. terogong raya no.16, rt.10/rw.10, cilandak bar., kota jakarta selatan",ChIJj-UaO5zxaS4RHGBB4QPZ-0Y,Indomaret,Cilandak Barat,Cilandak,Kota Jakarta Selatan,2,84.56,0,654.0634643883272,pasar mede pd pasar jaya,0,19,0.9418554728461154,-1,0.1354
indomaret ciputat raya 1 {ttdq},4.6,7,-6.269582199999999,106.7748789,"jl. ciputat raya no.1 3 11, rt.3/rw.11, pd. pinang, kota jakarta selatan",ChIJY-C-8sPxaS4RnTlXQJ-0AgA,Indomaret,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,3,336.6,0,2814.7232415546227,pasar pesanggrahan,0,8,0.9250975271083702,-1,0.1543
indomaret pondok pinang,4.4,131,-6.277701,106.7728599,"jl. ciputat raya no.9, rt.1/rw.7, pd. pinang, kota jakarta selatan",ChIJFzBJ_bTxaS4R8JON9mw_ULs,Indomaret,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,5,257.41,0,2675.551170368305,pasar mede pd pasar jaya,0,8,1.0,-1,0.2029
indomaret fatmawati raya,4.2,18,-6.2695941,106.7975764,"jl. rs. fatmawati raya no.27, rt.1/rw.5, cipete sel., kota jakarta selatan",ChIJDwAAAJHxaS4RELZlVPfYtVg,Indomaret,Cipete Selatan,Cilandak,Kota Jakarta Selatan,9,136.5,0,1515.293551939012,pasar cipete selatan,0,21,1.0,18,0.4353
indomaret ciputat raya 5,4.0,1,-6.2776029,106.7794317,"jl. ciputat raya no.01, rt.11/rw.15, pd. pinang, kota jakarta selatan",ChIJE1VVVbbxaS4R4pD7bmqkkgI,Indomaret,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,3,324.01,0,2026.8328784434723,pasar mede pd pasar jaya,0,8,1.0,-1,0.1618
indomaret ciputat raya 5,4.0,27,-6.2711724,106.7755201,"indomaret, jl. ciputat raya no.5, rt.1/rw.6, pd. pinang, kota jakarta selatan",ChIJmeRBFrLxaS4RmHuZnxbwxI8,Indomaret,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,2,481.18,0,2789.0431703874647,pasar mede pd pasar jaya,0,8,1.0,-1,0.1412
indomaret spbu simatupang,4.2,22,-6.2928207,106.794356,"pq4v+vph, jl. r.a. kartini, rt.1/rw.4, cilandak bar., kota jakarta selatan",ChIJPd3qm93xaS4Ry_DGnmEAInk,Indomaret,Cilandak Barat,Cilandak,Kota Jakarta Selatan,7,171.86,0,680.6266105790997,pasar mede pd pasar jaya,0,16,1.0,21,0.3941
indomaret golden fatmawati,0.0,0,-6.2777755,106.7968703,"jl. rs. fatmawati no. 15 ab gandaria selatan cilandak jakarta selatan dki jakarta rt.8, rw.6, gandaria sel., kota jakarta selatan",ChIJSShBVZDxaS4Rte30BlBPAO4,Indomaret,Gandaria Selatan,Cilandak,Kota Jakarta Selatan,5,246.13,0,1015.3554806692191,pasar mede pd pasar jaya,0,19,1.0,19,0.3529
indomaret bintaro mulia.,2.0,2,-6.2609562,106.7672112,"jl. rc. veteran raya no.2, rt.10/rw.10, bintaro, kota jakarta selatan",ChIJcQydolXwaS4RhUhvgR38H7M,Indomaret,Bintaro,Pesanggrahan,Kota Jakarta Selatan,8,4.75,1,1539.9952895782528,pasar pesanggrahan,0,8,1.0,-1,0.2647
indomaret metro pondok indah,4.3,480,-6.2743949,106.7827922,"blok tc, jl. metro pondok indah no.11, rt.2/rw.15, pd. pinang, kota jakarta selatan",ChIJm56pCbrxaS4RgzDUcFCWSR0,Indomaret,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,0,770.81,0,1949.1087070675121,pasar mede pd pasar jaya,0,-1,0.0,-1,0.0
indomaret taman cilandak,5.0,4,-6.2930967,106.7920496,"jl. taman cilandak raya no.9, rt.11/rw.4, cilandak bar., kota jakarta selatan",ChIJv01rArvxaS4RuUFeXimA3zk,Indomaret,Cilandak Barat,Cilandak,Kota Jakarta Selatan,10,323.5,0,789.0904918165419,pasar mede pd pasar jaya,0,16,1.0,21,0.4559
indomaret ciputat 18,4.1,69,-6.2638128,106.7750009,"pqpg+f2c, jl. raya ciputat, rt.6/rw.1, pd. pinang, kota jakarta selatan",ChIJQzFdk6vxaS4Ri6I1vWvx4_s,Indomaret,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,4,67.87,0,2418.2129805047084,pasar pesanggrahan,0,8,1.0,22,0.3324
indomaret h. muhi,4.2,70,-6.2666653,106.7706362,"jl. haji muhi raya, rt.10/rw.4, pondok pinang, kebayoran lama, jl. h. muhi raya no.39, rt.10/rw.4, pd. pinang, kota jakarta selatan",ChIJTfxSM1PwaS4RgYyvQDCry1A,Indomaret,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,1,465.14,0,2255.4572537857644,pasar pesanggrahan,0,8,1.0,-1,0.1206
indomaret abu serin,4.5,10,-6.275743299999999,106.7971777,"jl. abuserin no.5, rt.10/rw.6, gandaria sel., kota jakarta selatan",ChIJXQQSNpTxaS4RsGiRh1Rrct0,Indomaret,Gandaria Selatan,Cilandak,Kota Jakarta Selatan,4,474.54,0,1235.186577692869,pasar cipete selatan,0,19,1.0,19,0.3324
indomaret,2.0,4,-6.289838899999999,106.7781069,"jl. r.a. kartini no.49, rt.9/rw.7, lb. bulus, kota jakarta selatan",ChIJEaTZ42DxaS4R044D9l8J_vQ,Indomaret,Lebak Bulus,Cilandak,Kota Jakarta Selatan,2,299.91,0,1928.7488983081018,pasar mede pd pasar jaya,0,-1,0.0,-1,0.0412
indomaret fatmawati 20,0.0,0,-6.281351099999999,106.7963965,"pq9w+fh2, west cilandak, kota jakarta selatan",ChIJrTZnpp_xaS4RW53IaKnPsIc,Indomaret,West Cilandak,Cilandak,Kota Jakarta Selatan,6,155.06,0,614.9389497244758,pasar mede pd pasar jaya,0,19,1.0,19,0.3735
indomaret fatmawati 2,3.8,11,-6.268205399999999,106.7970959,"jalan rs. fatmawati no. 5, cilandak, rt.1/rw.3, gandaria sel., kota jakarta selatan",ChIJFb9gM5jxaS4Rq1wKzoM3qas,Indomaret,Gandaria Selatan,Cilandak,Kota Jakarta Selatan,10,65.23,0,1657.841519821934,pasar cipete selatan,0,21,1.0,18,0.4559
indomaret haji nawi ( tq03 ),0.0,0,-6.2637034,106.7954092,"4, jl. h. nawi raya no.28a, rt.4/rw.7, gandaria sel., kota jakarta selatan",ChIJ4dWEmRnxaS4RQFHJI6sgsqk,Indomaret,Gandaria Selatan,Cilandak,Kota Jakarta Selatan,9,368.59,0,2149.666273974542,pasar cipete selatan,0,21,0.7310386735947354,-1,0.2584
indomaret rc veteran,4.4,223,-6.2645803,106.7664311,"jl. rc. veteran raya jl. dahlia no.42e, rt.9/rw.3, bintaro, kota jakarta selatan",ChIJUfoIE1TwaS4RtWJPNqpLxvY,Indomaret,Bintaro,Pesanggrahan,Kota Jakarta Selatan,6,65.49,0,1779.1744813649104,pasar pesanggrahan,0,8,1.0,24,0.3735
indomaret madrasah,4.3,89,-6.266464999999999,106.7914699,"no, jl. madrasah no.17, rt.7/rw.1, gandaria sel., kota jakarta selatan",ChIJ14sVU6LxaS4Rrt0AdBPZjQM,Indomaret,Gandaria Selatan,Cilandak,Kota Jakarta Selatan,1,180.17,0,2261.4893683742785,pasar cipete selatan,0,-1,0.0,-1,0.0206
indomaret ciputat raya ta3p,4.3,59,-6.2585712,106.7773998,"jl. ciputat raya no.35, rw.10, kby. lama sel., kota jakarta selatan",ChIJd734LwfxaS4R9GSRMspZ-XE,Indomaret,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan,1,170.81,0,2401.127570769308,pasar pesanggrahan,0,8,0.8237706200406218,-1,0.103
mitra umkm indomaret,0.0,0,-6.2695104,106.7975699,"pqjx+52v, jl. rs. fatmawati raya, rt.6/rw.5, cipete sel., kota jakarta selatan",ChIJYWqPfpfxaS4RB7eEa52T3-0,Indomaret,Cipete Selatan,Cilandak,Kota Jakarta Selatan,9,144.4,0,1521.8814959445458,pasar cipete selatan,0,21,1.0,18,0.4353
indomaret bdn raya,4.2,66,-6.279392199999999,106.7984418,"jl. bdn raya no.10, rt.10/rw.11, cilandak bar., kota jakarta selatan",ChIJKZqyypTxaS4RkjwUtyXrkBY,Indomaret,Cilandak Barat,Cilandak,Kota Jakarta Selatan,6,210.52,0,891.5441716125597,pasar mede pd pasar jaya,0,19,1.0,19,0.3735
indomaret h. batong,3.9,60,-6.286857899999999,106.7903161,"jl. h.batong raya rt007/rw006, cilandak barat, cilandak, rt.7/rw.6, west cilandak, kota jakarta selatan",ChIJAQAAAOfxaS4R6wrqsJtf5pk,Indomaret,West Cilandak,Cilandak,Kota Jakarta Selatan,2,81.85,0,548.9623806501858,pasar mede pd pasar jaya,0,19,0.9190789869039019,-1,0.1331
