store,nama_tempat,latitude,longitude,competitor_density_500m,jarak_kompetitor_meter,kompetitor_head_to_head,cluster_hdbscan_prob,is_hotspot,pasar_density_500m,retail_vs_pasar_ratio,pelanggaran_zonasi,jarak_pasar_meter,pasar_terdekat,spatial_risk_score,cluster_dbscan_raw,cluster_hdbscan_makro
Indomaret,indomaret bintaro graha,-6.2573003,106.7640903,3,254.84,0,1.0,0,0,3.0,0,1015.0547406293,pasar pesanggrahan,0.2882,-1,8
Indomaret,indomaret,-6.265670699999999,106.7753023,5,110.69,0,1.0,1,0,5.0,0,2564.9178701756978,pasar pesanggrahan,0.6471,22,8
Indomaret,indomaret damai fatmawati. fq84,-6.2600751,106.7970731,6,59.63,0,0.6261213180939657,1,0,6.0,0,2241.1305514043165,pasar mayestik,0.6017,23,21
Indomaret,indomaret bona indah 2,-6.2963167,106.7891712,3,61.34,0,0.0,0,0,3.0,0,1258.2620065823116,pasar mede pd pasar jaya,0.0882,-1,-1
Indomaret,indomaret kodam bintaro,-6.2590333,106.7597615,2,398.49,0,0.9180015044583134,0,0,2.0,0,871.8166265347601,pasar pesanggrahan,0.2424,-1,8
Indomaret,indomaret veteran 42,-6.264296,106.7661822,6,88.48,0,1.0,1,0,6.0,0,1737.3820228530026,pasar pesanggrahan,0.6765,24,8
Indomaret,indomaret plus,-6.296373399999999,106.7948721,5,228.26,0,1.0,1,0,5.0,0,1068.8896714290229,pasar mede pd pasar jaya,0.6471,21,16
Indomaret,post shop indomaret,-6.2947447,106.795399,7,89.95,0,1.0,1,0,7.0,0,886.9193588353074,pasar mede pd pasar jaya,0.7059,21,16
Indomaret,indomaret,-6.2180145,106.7953619,2,195.86,0,0.0,0,0,2.0,0,2564.236068805119,pasar mayestik,0.0588,-1,-1
Indomaret,indomaret,-6.2321661,106.769049,2,600.57,0,0.0,0,1,1.0,1,413.8741978015442,pasar cidodol,0.0588,-1,-1
Indomaret,indomaret kebayoran lama 2 {thc1},-6.218096999999999,106.778701,1,307.94,0,0.0,0,0,1.0,0,1799.1652636267816,pasar cidodol,0.0294,-1,-1
Indomaret,indomaret kemandoran,-6.2134016,106.7907194,1,682.38,0,0.0,0,0,1.0,0,2965.0638638125934,pasar cidodol,0.0294,-1,-1
Indomaret,indomaret,-6.2444003,106.7725752,3,91.9,0,0.0,0,0,3.0,0,955.183077503202,pasar sayur cipulir,0.0882,-1,-1
Indomaret,indomaret kebayoran lama 3,-6.2330232,106.7804064,2,548.91,0,1.0,0,0,2.0,0,855.5710557040329,pasar cidodol,0.2588,-1,7
Indomaret,indomaret gandaria city,-6.245896699999999,106.78401,4,405.92,0,0.667535243192438,0,0,4.0,0,996.3340647394293,pasar mayestik,0.2512,-1,18
Indomaret,indomaret panjang cidodol 3,-6.2321222,106.769101,2,605.46,0,0.0,0,1,1.0,1,409.6235288348988,pasar cidodol,0.0588,-1,-1
Indomaret,indomaret bungur raya2 {fuff},-6.2450426,106.780055,5,334.68,0,0.8397448725458945,1,0,5.0,0,1340.0054306349266,pasar mayestik,0.615,25,18
Indomaret,indomaret kemandoran 8,-6.2131316,106.7865443,1,714.84,0,0.0,0,0,1.0,0,2700.9758861029577,pasar cidodol,0.0294,-1,-1
Indomaret,indomaret patal senayan,-6.2187177,106.7954941,2,192.73,0,0.0,0,0,2.0,0,2489.873175226543,pasar mayestik,0.0588,-1,-1
Indomaret,indomaret ciputat raya 2,-6.2463603,106.7796743,5,191.35,0,1.0,1,0,5.0,0,1436.8787134165357,pasar mayestik,0.6471,25,18
Indomaret,indomaret,-6.2483714,106.7903916,7,35.41,1,1.0,1,0,7.0,0,856.3794490819653,pasar mayestik,0.7059,26,20
Indomaret,indomaret kh ahcmad dahlan. {twxj},-6.2458778,106.7920332,7,264.42,0,1.0,1,0,7.0,0,576.7604266620419,pasar mayestik,0.7059,26,20
Indomaret,indomaret kebayoran lama 1,-6.2381749,106.7808075,3,212.46,0,1.0,1,0,3.0,0,1060.7026216141162,pasar cidodol,0.5882,27,7
Indomaret,indomaret spbu ciputat. t04d,-6.2479081,106.7781297,7,51.71,0,0.8764257739691156,1,0,7.0,0,1641.4599652418397,pasar sayur cipulir,0.6812,25,18
Indomaret,indomaret kebayoran lama 242,-6.231951899999999,106.7803754,2,480.72,0,1.0,0,0,2.0,0,861.9864616253526,pasar cidodol,0.2588,-1,7
Indomaret,indomaret jalan masjid cidodol,-6.2321668,106.769016,2,600.51,0,0.0,0,1,1.0,1,417.3801926734999,pasar cidodol,0.0588,-1,-1
Indomaret,indomaret cipulir 1. t2z0,-6.235679999999999,106.7734791,3,314.0,0,0.7563084343420323,0,1,1.5,1,298.02281238425815,pasar cidodol,0.2395,-1,17
Indomaret,indomaret ciledug raya 2,-6.238261,106.7717106,4,69.29,0,0.7563084343420323,1,1,2.0,1,429.3470888193364,pasar sayur cipulir,0.5689,29,17
Indomaret,"indomaret, blok m square",-6.2443244,106.7993778,8,232.89,0,1.0,1,0,8.0,0,970.5125973292772,pasar mayestik,0.7353,28,20
Indomaret,indomaret gandaria1,-6.2484603,106.7904931,7,48.73,1,1.0,1,0,7.0,0,864.8479968022818,pasar mayestik,0.7059,26,20
Indomaret,indomaret point,-6.236225300000001,106.7826683,4,137.27,0,1.0,1,0,4.0,0,1085.1519967034953,pasar mayestik,0.6176,27,7
Indomaret,indomaret bungur raya 2,-6.2476761,106.7817145,10,299.72,0,1.0,1,0,10.0,0,1317.8130617591062,pasar mayestik,0.7941,25,18
Indomaret,indomaret ulujami,-6.2410821,106.7629435,2,54.9,0,0.0,0,0,2.0,0,545.5637857445348,pasar apoh,0.0588,-1,-1
Indomaret,indomaret assirot,-6.225558899999999,106.7751594,3,464.98,0,1.0,0,0,3.0,0,885.2009576142026,pasar cidodol,0.2882,-1,7
Indomaret,indomaret panjang cidodol 2 (tg26),-6.227386999999999,106.772065,1,721.06,0,0.0,0,0,1.0,0,641.420254631738,pasar cidodol,0.0294,-1,-1
Indomaret,indomaret al mubarok 1,-6.239336199999999,106.7710655,4,184.21,0,0.7563084343420323,1,1,2.0,1,419.32162902016114,pasar sayur cipulir,0.5689,29,17
Indomaret,indomaret,-6.2375076,106.7638955,3,460.85,0,0.7563084343420323,0,2,1.0,1,456.1152635730115,pasar sayur cipulir,0.2395,-1,17
Indomaret,indomaret delman utama. {f763},-6.247976299999999,106.7728671,3,308.18,0,0.7425133859251997,0,0,3.0,0,1322.3856499335138,pasar sayur cipulir,0.2367,-1,17
Indomaret,indomaret peninggaran raya,-6.2443344,106.7725693,3,99.18,0,0.7446233386490886,0,0,3.0,0,948.6260438434286,pasar sayur cipulir,0.2372,-1,17
Indomaret,kebayoran lama indomaret assirot,-6.2253634,106.7782561,2,297.81,0,0.0,0,0,2.0,0,1061.3272924744617,pasar cidodol,0.0588,-1,-1
Indomaret,indomaret melawai 6 no. 17,-6.2443244,106.7993621,8,234.41,0,1.0,1,0,8.0,0,968.9312451456406,pasar mayestik,0.7353,28,20
Indomaret,indomaret ulujami 2,-6.2475986,106.7632979,1,169.83,0,0.0,0,0,1.0,0,857.0352340382016,pasar pesanggrahan,0.0294,-1,-1
Indomaret,indomaret panglima polim 106,-6.2476908,106.7976133,8,281.44,0,1.0,0,0,8.0,0,1036.370451504663,pasar mayestik,0.4353,-1,20
Indomaret,indomaret swadarma 2 {tc5e},-6.236108,106.7608682,8,302.45,0,1.0,0,1,4.0,1,212.27573488575854,pasar apoh,0.4353,-1,17
Indomaret,indomaret swadarma 3,-6.233315999999999,106.7605835,6,1.1,1,1.0,0,1,3.0,1,479.57875312104863,pasar apoh,0.3765,-1,17
Indomaret,indomaret palmerah barat 3,-6.207027699999999,106.7847179,2,153.88,0,0.0,0,0,2.0,0,3192.9683558901825,pasar cidodol,0.0588,-1,-1
Indomaret,indomaret simprug,-6.2288581,106.7857419,1,48.71,1,0.0,0,0,1.0,0,1459.8400140287604,pasar mayestik,0.0294,-1,-1
Indomaret,indomaret palmerah (pertamina 34.122.05),-6.2083321,106.7882096,1,538.2,0,0.0,0,0,1.0,0,3248.3228751432343,pasar cidodol,0.0294,-1,-1
Indomaret,indomaret,-6.2550721,106.7974134,7,110.22,0,0.6351834121826689,1,0,7.0,0,1728.5492937406061,pasar mayestik,0.6329,23,21
Indomaret,indomaret,-6.2511809,106.7781617,7,381.06,0,0.8841087019143304,0,0,7.0,0,1866.3611308366155,pasar mayestik,0.3827,-1,18
Indomaret,indomaret radio dalam. t06c,-6.2523025,106.7913861,8,337.99,0,1.0,0,0,8.0,0,1286.560475745161,pasar mayestik,0.4353,-1,20
Indomaret,indomaret petogogan (tb49),-6.254561799999999,106.7958583,6,73.12,0,0.6351834121826689,1,0,6.0,0,1615.6315849810994,pasar mayestik,0.6035,23,21
Indomaret,indomaret sultan iskandar muda,-6.2511828,106.7813003,10,95.65,0,1.0,1,0,10.0,0,1609.564251889771,pasar mayestik,0.7941,30,18
Indomaret,indomaret petogogan,-6.2503084,106.7941812,7,45.66,1,1.0,0,0,7.0,0,1109.0586397714783,pasar mayestik,0.4059,-1,20
Indomaret,indomaret,-6.2534879,106.7758737,4,31.06,1,0.7604603510489191,0,0,4.0,0,2018.162055707817,pasar sayur cipulir,0.2697,-1,18
Indomaret,indomaret tanah kusir 2 dalam tt2d,-6.257153,106.784136,3,126.63,0,0.5634943054780033,1,0,3.0,0,1993.5782312135277,pasar mayestik,0.5009,30,18
Indomaret,indomaret praja dalam k,-6.2505751,106.7834542,8,118.6,0,1.0,1,0,8.0,0,1401.6408814388699,pasar mayestik,0.7353,30,18
Indomaret,indomaret grand wijaya. t98c,-6.2532473,106.7993526,5,242.22,0,0.6351834121826689,1,0,5.0,0,1647.4258192433163,pasar mayestik,0.5741,23,21
Indomaret,indomaret panglima polim 125b t3pi,-6.2550595,106.7974126,7,109.88,0,0.6351834121826689,1,0,7.0,0,1727.2227909653109,pasar mayestik,0.6329,23,21
Indomaret,indomaret anggrek petukangan,-6.231106,106.7557339,3,348.19,0,0.8174629027602082,0,0,3.0,0,540.6925550387896,pasar alfa indah,0.2517,-1,17
Indomaret,indomaret saidi raya,-6.241212699999999,106.7563251,4,45.4,1,0.8896997000623539,0,0,4.0,0,545.6790898053368,pasar apoh,0.2956,-1,17
Indomaret,indomaret saidi raya 2. tckr,-6.2451289,106.7569883,2,397.27,0,0.8306851426284843,0,0,2.0,0,739.2902963751305,pasar pesanggrahan,0.225,-1,17
Indomaret,indomaret ciledug raya. trl0,-6.2364187,106.7579387,8,122.9,0,1.0,1,1,4.0,1,216.514370112698,pasar apoh,0.7353,31,17
Indomaret,indomaret kostrad pusri,-6.2337088,106.7574351,8,11.5,1,1.0,1,1,4.0,1,483.46742351583174,pasar apoh,0.7353,31,17
Indomaret,indomaret pesanggrahan bintaro (tp12),-6.254884199999999,106.7566629,0,565.44,0,0.0,0,1,0.0,1,346.052420208375,pasar pesanggrahan,0.0,-1,-1
Indomaret,indomaret swadarma 1. texu,-6.228395799999999,106.7606678,3,83.32,0,0.7908469633002235,0,0,3.0,0,684.9770319533551,pasar alfa indah,0.2464,-1,17
Indomaret,indomaret pesanggrahan permai,-6.237529299999999,106.7545527,9,265.77,0,1.0,1,0,9.0,0,553.7614113334199,pasar apoh,0.7647,38,17
Indomaret,indomaret palem raya. fgul,-6.2262773,106.7574534,5,2.65,1,0.8023238742148047,0,1,2.5,1,289.93059827660994,pasar alfa indah,0.3075,-1,17
Indomaret,"indomaret, taman alfa indah. t039",-6.2241206,106.7548738,4,370.33,0,0.8023238742148047,0,1,2.0,1,245.38643728278686,pasar alfa indah,0.2781,-1,17
Indomaret,indomaret,-6.240787699999999,106.7915935,2,198.73,0,0.0,0,1,1.0,1,24.83905076687479,pasar mayestik,0.0588,-1,-1
Indomaret,indomaret rc veteran 13,-6.2576627,106.7683716,4,87.03,0,1.0,0,0,4.0,0,1438.7845337460892,pasar pesanggrahan,0.3176,-1,8
Indomaret,indomaret melawai iv no 52,-6.2454911,106.80124,8,16.59,1,1.0,1,0,8.0,0,1211.9663607612708,pasar mayestik,0.7353,28,20
Indomaret,indomaret hasanudin 57,-6.2425243,106.8022062,9,104.09,0,1.0,1,0,9.0,0,1213.6168009623627,pasar mayestik,0.7647,28,20
Indomaret,indomaret melawai,-6.246081800000001,106.7998046,7,176.55,0,1.0,1,0,7.0,0,1105.382459730321,pasar mayestik,0.7059,28,20
Indomaret,indomaret fave melawai (fm6s),-6.244421399999999,106.8015382,8,108.44,0,1.0,1,0,8.0,0,1195.8657857483477,pasar mayestik,0.7353,28,20
Indomaret,indomaret spbu bintaro,-6.261597099999999,106.7569951,2,739.89,0,0.0,0,0,2.0,0,1092.5051246656628,pasar pesanggrahan,0.0588,-1,-1
Indomaret,indomaret damai pesanggrahan,-6.2487206,106.754172,3,310.75,0,0.8530439952200279,0,1,1.5,1,445.4783086947758,pasar pesanggrahan,0.2588,-1,17
Indomaret,haji indomaret enting. {ts90},-6.2579731,106.8006317,6,249.3,0,0.6067526354420981,0,0,6.0,0,2173.0160126902338,pasar mayestik,0.2978,-1,21
Indomaret,indomaret puspita raya,-6.263565799999999,106.7568792,1,725.82,0,0.0,0,0,1.0,0,1311.2031945120598,pasar pesanggrahan,0.0294,-1,-1
Indomaret,indomaret duta mas fatmawati,-6.263351900000001,106.7986876,8,294.44,0,0.7617039466349764,1,0,8.0,0,1967.5560366944994,pasar cipete selatan,0.6876,18,21
Indomaret,indomaret (bintaro utama),-6.2710224,106.7578861,4,173.52,0,1.0,0,0,4.0,0,2143.779234279755,pasar pesanggrahan,0.3176,-1,4
Indomaret,indomaret asem 2.,-6.272082,106.8009549,3,466.44,0,0.0,0,0,3.0,0,1052.047490754994,pasar cipete selatan,0.0882,-1,-1
Indomaret,indomaret dan fotocopi,-6.2393471,106.8107088,3,68.32,0,0.0,1,1,1.5,1,289.70155089380876,pasar santa,0.3882,17,-1
Indomaret,indomaret,-6.2460531,106.8074507,0,693.37,0,0.0,0,0,0.0,0,1083.6694582283892,pasar santa,0.0,-1,-1
Indomaret,indomaret (abdul majid),-6.266423,106.8061697,3,458.19,0,0.0,0,0,3.0,0,1349.3636981242253,pasar cipete selatan,0.0882,-1,-1
Indomaret,indomaret damai f561,-6.2620838,106.8056991,2,476.01,0,0.0,0,0,2.0,0,1834.2938307407342,pasar cipete selatan,0.0588,-1,-1
Indomaret,indomaret exit mrt h nawi,-6.266061,106.7975764,11,73.24,0,1.0,1,0,11.0,0,1794.8075427237904,pasar cipete selatan,0.8235,18,21
Indomaret,indomaret direktorat jenderal pajak,-6.2255721,106.8163936,1,317.21,0,1.0,0,0,1.0,0,1431.275539581024,pasar santa,0.2294,-1,10
Indomaret,indomaret,-6.2249707,106.807775,0,1267.96,0,0.0,0,0,0.0,0,1554.76942994707,pasar santa,0.0,-1,-1
Indomaret,indomaret,-6.285409400000001,106.8379601,1,515.35,0,0.0,0,0,1.0,0,516.9072151050171,pasar minggu,0.0294,-1,-1
Indomaret,indomaret salihara no 10a. t2li,-6.284196499999999,106.8380562,2,494.86,0,0.795818652531426,0,0,2.0,0,637.8086640703467,pasar minggu,0.218,-1,14
Indomaret,raya ragunan indomaret,-6.2858816,106.8301102,2,98.38,0,1.0,0,0,2.0,0,1165.185903151065,pasar minggu,0.2588,-1,0
Indomaret,indomaret rawajati timur ii,-6.2599244,106.8548204,5,376.35,0,0.8975468974059124,1,0,5.0,0,1066.3489058813866,pasar kaget pengadegan,0.6266,15,13
Indomaret,indomaret jeruk purut,-6.291164699999999,106.8129499,3,180.75,0,1.0,0,0,3.0,0,1518.4037387333096,pasar cipete selatan,0.2882,-1,0
Indomaret,indomaret gurame raya,-6.2957984,106.8366216,2,22.75,1,0.9816578617785434,0,0,2.0,0,780.8737739334434,pasar minggu,0.2552,-1,11
Indomaret,indomaret,-6.298130500000001,106.8299386,0,598.95,0,0.0,0,0,0.0,0,1457.705281972456,pasar minggu,0.0,-1,-1
Indomaret,indomaret taman margasatwa,-6.2892776,106.8242394,2,22.32,1,1.0,0,0,2.0,0,1738.1805322379382,pasar minggu,0.2588,-1,0
Indomaret,indomaret perempatan ampera,-6.2917269,106.8165986,1,500.51,0,1.0,0,0,1.0,0,1757.385587667173,pasar cipete selatan,0.2294,-1,0
Indomaret,indomaret rm harsono no.1,-6.301390500000001,106.8214132,0,568.97,0,0.0,0,0,0.0,0,2432.861584617422,pasar minggu,0.0,-1,-1
Indomaret,indomaret cilandak raya,-6.297004200000001,106.8154176,1,353.77,0,1.0,0,0,1.0,0,2222.452631313525,pasar cipete selatan,0.2294,-1,0
Indomaret,indomaret spbu,-6.2905671,106.8235708,2,181.15,0,1.0,0,0,2.0,0,1814.8015786312242,pasar minggu,0.2588,-1,0
Indomaret,indomaret berlian ii cilandak,-6.2965402,106.8005802,1,481.98,0,0.0,0,0,1.0,0,1234.231505827971,pasar mede pd pasar jaya,0.0294,-1,-1
Indomaret,indomaret kebagusan raya,-6.303428299999999,106.8267375,1,130.78,0,0.0,0,0,1.0,0,2120.660216716507,pasar minggu,0.0294,-1,-1
Indomaret,indomaret pasar minggu,-6.291435099999999,106.8419087,3,297.3,0,0.9527623175865595,0,1,1.5,1,295.7069072800337,pasar minggu,0.2788,-1,11
Indomaret,indomaret,-6.2961348,106.843599,5,99.98,0,1.0,1,0,5.0,0,829.3779968602136,pasar minggu,0.6471,32,11
Indomaret,indomaret simatupang 52,-6.3041554,106.8438925,5,93.27,0,1.0,1,0,5.0,0,1674.6391470859037,pasar minggu,0.6471,33,12
Indomaret,indomaret tb simatupang,-6.3039672,106.8508534,5,94.6,0,1.0,1,0,5.0,0,1999.3605598379295,pasar minggu,0.6471,34,12
Indomaret,indomaret,-6.295587599999999,106.8453943,4,183.34,0,1.0,1,0,4.0,0,895.6408020053956,pasar minggu,0.6176,32,11
Indomaret,indomaret,-6.3045613,106.8437533,5,99.92,0,0.9787477002507196,1,0,5.0,0,1714.4435328486109,pasar minggu,0.6428,33,12
Indomaret,indomaret mtrade teluk betung,-6.2993709,106.8399129,3,141.82,0,1.0,0,0,3.0,0,1085.3221947931872,pasar minggu,0.2882,-1,11
Indomaret,indomaret rawa bambu,-6.2914141,106.8419168,3,296.36,0,0.9495118701899805,0,1,1.5,1,294.765160214684,pasar minggu,0.2781,-1,11
Indomaret,indomaret rancho indah,-6.305132,106.8502399,5,53.57,0,1.0,1,0,5.0,0,2066.1803391021517,pasar minggu,0.6471,34,12
Indomaret,indomaret nangka 1,-6.3029362,106.8475626,7,102.26,0,1.0,1,0,7.0,0,1703.2969710100044,pasar minggu,0.7059,34,12
Indomaret,indomaret jatipadang no 2,-6.287836299999999,106.8293824,2,240.1,0,1.0,0,0,2.0,0,1185.8787243337692,pasar minggu,0.2588,-1,0
Indomaret,indomaret pintu barat ragunan (t1y7),-6.3104305,106.8159192,2,251.51,0,0.0,0,0,2.0,0,2457.638348472218,pasar pondok labu,0.0588,-1,-1
Indomaret,indomaret st tj.barat,-6.3085045,106.8381817,8,114.48,0,0.9787477002507196,1,0,8.0,0,2110.1170338729903,pasar minggu,0.731,35,12
Indomaret,indomaret kebagusan city,-6.3075195,106.8358518,5,77.74,0,0.9787477002507196,1,0,5.0,0,2042.557455388297,pasar minggu,0.6428,35,12
Indomaret,indomaret jl. m. kahfi 1,-6.3180584,106.8113141,2,863.42,0,0.0,0,0,2.0,0,2045.3417817328927,pasar pondok labu,0.0588,-1,-1
Indomaret,indomaret,-6.3203625,106.8106762,2,849.26,0,0.0,0,0,2.0,0,2076.4928658623608,pasar pondok labu,0.0588,-1,-1
Indomaret,indomaret bango raya,-6.3075877,106.8039904,1,630.67,0,0.6002684180048091,0,0,1.0,0,1243.7752812602946,pasar pondok labu,0.1495,-1,6
Indomaret,indomaret,-6.313857899999999,106.8255294,3,129.67,0,0.0,0,0,3.0,0,2106.461454865024,pasar lenteng agung,0.0882,-1,-1
Indomaret,indomaret plus cilandak kko (tmip),-6.3098246,106.8139564,2,46.09,1,0.0,0,0,2.0,0,2248.5648959954997,pasar pondok labu,0.0588,-1,-1
Indomaret,indomaret durian jagakarsa,-6.3187172,106.8157181,2,385.85,0,0.0,0,0,2.0,0,2387.2999618030385,pasar lenteng agung,0.0588,-1,-1
Indomaret,indomaret tanjung barat,-6.3119122,106.838572,4,22.89,1,0.9224910365667282,1,0,4.0,0,1952.6775617783298,pasar kambing swadaya iii,0.6021,35,12
Indomaret,mitra umkm indomaret,-6.321487500000001,106.8251361,2,39.69,1,0.8886923412027752,0,0,2.0,0,1404.7035913554098,pasar lenteng agung,0.2366,-1,1
Indomaret,indomaret,-6.323935700000001,106.8372384,2,200.16,0,0.0,0,0,2.0,0,607.6349142296009,pasar kambing swadaya iii,0.0588,-1,-1
Indomaret,indomaret kebagusan,-6.317959699999999,106.8250448,4,113.33,0,0.9074911949176301,0,0,4.0,0,1728.446076298656,pasar lenteng agung,0.2991,-1,1
Indomaret,indomaret raya jagakarsa,-6.3273649,106.8163662,4,24.62,1,0.9396637312557696,1,0,4.0,0,1921.8291806113302,pasar lenteng agung,0.6056,36,1
Indomaret,indomaret joe kelapa tiga,-6.3245479,106.8301569,4,27.14,1,1.0,0,0,4.0,0,812.8452007862659,pasar lenteng agung,0.3176,-1,1
Indomaret,indomaret lenteng agung 28,-6.324972,106.8335444,5,274.1,0,1.0,0,0,5.0,0,599.2481606182047,pasar kambing swadaya iii,0.3471,-1,1
Indomaret,papaya indomaret jagakarsa,-6.325327300000001,106.8198997,4,245.52,0,0.9396637312557696,0,0,4.0,0,1619.484121135636,pasar lenteng agung,0.3056,-1,1
Indomaret,indomaret stasiun lenteng agung,-6.330877699999999,106.8343701,5,71.27,0,1.0,1,2,1.6667,1,117.97719179208072,pasar lenteng agung,0.6471,37,1
Indomaret,indomaret kelapa hijau,-6.3268289,106.8278567,5,167.05,0,1.0,0,0,5.0,0,772.3059707553687,pasar lenteng agung,0.3471,-1,1
Indomaret,indomaret bu bagus,-6.3064437,106.8305633,0,500.29,0,0.0,0,0,0.0,0,2140.7138544453264,pasar minggu,0.0,-1,-1
Indomaret,indomaret hybrid jeruk jagakarsa,-6.331093399999999,106.8292052,3,439.8,0,0.9727421026423954,0,1,1.5,1,456.5218211794702,pasar lenteng agung,0.2828,-1,1
Indomaret,indomaret ciremai jagakarsa,-6.3245086,106.8113082,2,443.98,0,0.8420329702517481,0,0,2.0,0,2371.2887861341064,pasar pondok labu,0.2272,-1,1
Indomaret,indomaret jagakarsa 1 no.1,-6.3322727,106.8204749,0,597.64,0,0.0,0,0,0.0,0,1426.9068272853738,pasar lenteng agung,0.0,-1,-1
Indomaret,indomaret amil pejaten,-6.2736879,106.8335799,0,548.18,0,0.0,0,0,0.0,0,1627.192737409054,pasar kaget,0.0,-1,-1
Indomaret,indomaret ciledug petukangan,-6.236263,106.74756,5,38.52,1,1.0,1,0,5.0,0,1333.9095118212633,pasar apoh,0.6471,38,17
Indomaret,indomaret,-6.228463899999999,106.7470185,6,231.0,0,0.9164647595271014,1,0,6.0,0,895.6783518717392,pasar alfa indah,0.6598,39,17
Indomaret,indomaret darul fallah 2,-6.235983099999999,106.7512009,8,99.91,0,1.0,1,0,8.0,0,939.6758057480852,pasar apoh,0.7353,38,17
Indomaret,indomaret,-6.242818199999999,106.7519549,6,13.8,1,0.8733243563129967,0,0,6.0,0,1027.5209417143274,pasar apoh,0.3511,-1,17
Indomaret,indomaret ciledug sangrilla,-6.2366825,106.7501446,8,217.57,0,1.0,1,0,8.0,0,1045.05147314764,pasar apoh,0.7353,38,17
Indomaret,indomaret raya muchtar. tp70,-6.228802099999999,106.7468449,6,189.87,0,0.9164647595271014,1,0,6.0,0,924.6819659322473,pasar alfa indah,0.6598,39,17
Indomaret,indomaret amd muchtar,-6.226289899999999,106.7402377,2,473.49,0,0.0,0,0,2.0,0,1613.1365501517566,pasar alfa indah,0.0588,-1,-1
Indomaret,indomaret amd manunggal,-6.2303346,106.7508204,4,384.54,0,0.9164647595271014,0,0,4.0,0,628.5861545128919,pasar alfa indah,0.3009,-1,17
Indomaret,indomaret plus,-6.2240492,106.7547125,4,389.11,0,0.8023238742148047,0,1,2.0,1,253.61864675572056,pasar alfa indah,0.2781,-1,17
Indomaret,muchtar indomaret kingdom 2. fvpx,-6.230582300000001,106.7456635,3,55.85,0,0.8287373554387536,1,0,3.0,0,1118.3891770934297,pasar alfa indah,0.554,39,17
Indomaret,indomaret darul fallah tp13,-6.2333969,106.7515457,5,190.28,0,1.0,1,0,5.0,0,865.9632760341854,pasar alfa indah,0.6471,38,17
Indomaret,indomaret inpres pertukangan. txtt,-6.2431066,106.7485969,4,11.34,1,0.8733243563129967,0,0,4.0,0,1321.8290255888346,pasar pesanggrahan,0.2923,-1,17
Indomaret,indomaret damai 2 to1u,-6.246344,106.7517615,4,61.41,0,0.8733243563129967,0,0,4.0,0,820.0065913352317,pasar pesanggrahan,0.2923,-1,17
Indomaret,indomaret rawa papan,-6.2683369,106.7576132,3,320.9,0,1.0,0,0,3.0,0,1843.9776751252848,pasar pesanggrahan,0.2882,-1,4
Indomaret,indomaret,-6.2724123,106.7527205,2,324.24,0,0.0,0,0,2.0,0,2338.3178986430025,pasar pesanggrahan,0.0588,-1,-1
Indomaret,indomaret h. syuaeb,-6.3588485,106.8064644,6,387.34,0,0.9148757689163521,0,0,6.0,0,1120.4967004526088,pasar timbul jagakarsa,0.3594,-1,2
Indomaret,indomaret,-6.3566026,106.8093138,8,56.64,0,1.0,1,0,8.0,0,1126.8809131130884,pasar timbul jagakarsa,0.7353,40,2
Indomaret,indomaret,-6.3629815,106.8068578,3,41.58,1,0.7208417345918848,0,0,3.0,0,1554.5145939513257,pasar timbul jagakarsa,0.2324,-1,2
Indomaret,indomaret m kahfi,-6.3406939,106.8044744,4,62.98,0,1.0,0,0,4.0,0,1088.0181120855402,pasar timbul jagakarsa,0.3176,-1,3
Indomaret,indomaret timbul (t18j),-6.3517988,106.810539,4,16.89,1,0.969883534388202,1,0,4.0,0,1012.8754938015604,pasar timbul jagakarsa,0.6116,40,2
Indomaret,indomaret brigif raya,-6.3442002,106.8017057,5,310.83,0,1.0,0,0,5.0,0,649.1603324195174,pasar timbul jagakarsa,0.3471,-1,3
Indomaret,indomaret pesantren daarul rahman,-6.3589526,106.8065455,6,385.44,0,0.9138821274401545,0,0,6.0,0,1134.9685091000952,pasar timbul jagakarsa,0.3592,-1,2
Indomaret,indomaret masjid annur,-6.3464005,106.8143894,4,181.06,0,1.0,0,0,4.0,0,1475.7076196594282,pasar timbul jagakarsa,0.3176,-1,3
Indomaret,indomaret fresh,-6.3461701,106.8028596,4,241.83,0,1.0,0,1,2.0,1,453.6951585313897,pasar timbul jagakarsa,0.3176,-1,3
Indomaret,indomaret timbul iv a,-6.351852500000001,106.807109,4,367.69,0,0.7448467316579535,0,0,4.0,0,647.004520442147,pasar timbul jagakarsa,0.2666,-1,2
Indomaret,srengseng sawah 2 indomaret,-6.3581175,106.8118531,6,26.21,1,1.0,1,0,6.0,0,1450.7602695335574,pasar timbul jagakarsa,0.6765,40,2
Indomaret,indomaret - warung silah no.27,-6.3448961,106.8089498,3,178.71,0,1.0,0,0,3.0,0,997.9794647010895,pasar timbul jagakarsa,0.2882,-1,3
Indomaret,indomaret m kahfi 4,-6.350038899999999,106.8016393,3,85.45,0,0.577015244368862,0,1,1.5,1,10.205088415524276,pasar timbul jagakarsa,0.2036,-1,2
Indomaret,indomaret pertigaan sadar,-6.3440661,106.8121865,4,251.52,0,1.0,0,0,4.0,0,1350.2599884779802,pasar timbul jagakarsa,0.3176,-1,3
Indomaret,indomart,-6.3541376,106.8108413,9,83.27,0,1.0,1,0,9.0,0,1123.8347132027632,pasar timbul jagakarsa,0.7647,40,2
