store,nama_tempat,latitude,longitude,competitor_density_500m,jarak_kompetitor_meter,kompetitor_head_to_head,cluster_hdbscan_prob,is_hotspot,pasar_density_500m,retail_vs_pasar_ratio,pelanggaran_zonasi,jarak_pasar_meter,pasar_terdekat,spatial_risk_score,cluster_dbscan_raw,cluster_hdbscan_makro
Indomaret,mitra umkm indomaret,-6.3407538,106.8045153,4,55.16,0,1.0,0,0,4.0,0,1083.021093718905,pasar timbul jagakarsa,0.3176,-1,3
Indomaret,indomaret matoa raya,-6.3628912,106.802243,2,19.32,1,0.0,0,0,2.0,0,1431.4917700001474,pasar timbul jagakarsa,0.0588,-1,-1
Indomaret,indomaret srengseng sawah,-6.3523913,106.8185399,2,43.36,1,0.0,0,0,2.0,0,1896.1026243743001,pasar timbul jagakarsa,0.0588,-1,-1
Indomaret,indomaret lenteng agung barat,-6.3333248,106.8350508,4,12.85,1,1.0,1,2,1.3333,1,308.1382562356751,pasar lenteng agung,0.6176,37,1
Indomaret,indomaret srengseng jagakarsa no.23,-6.3451713,106.8294743,3,101.87,0,0.9318321210814513,0,0,3.0,0,1617.5256210390157,pasar lenteng agung,0.2746,-1,1
Indomaret,indomaret srengseng,-6.3455694,106.8262261,3,107.73,0,0.9318321210814513,0,0,3.0,0,1786.5405910698746,pasar lenteng agung,0.2746,-1,1
Indomaret,indomaret desa putra,-6.3411344,106.8274065,3,23.76,1,0.9318321210814513,0,0,3.0,0,1290.13351494586,pasar lenteng agung,0.2746,-1,1
Indomaret,indomaret,-6.335050799999999,106.8131039,1,37.89,1,0.0,0,0,1.0,0,2099.4713187390225,pasar timbul jagakarsa,0.0294,-1,-1
Indomaret,indomaret,-6.3387782,106.8218532,0,648.01,0,0.0,0,0,0.0,0,1527.0038183363893,pasar lenteng agung,0.0,-1,-1
Indomaret,indomaret rsu aulia,-6.335074,106.8273801,3,110.04,0,0.8464767173287505,0,0,3.0,0,790.303411331745,pasar lenteng agung,0.2575,-1,1
Indomaret,indomaret lenteng agung 2,-6.3349815,106.8344234,5,186.69,0,1.0,1,1,2.5,1,443.75250163311523,pasar lenteng agung,0.6471,37,1
Indomaret,indomaret margasatwa raya,-6.313039300000001,106.8000683,5,38.57,1,1.0,0,0,5.0,0,703.1199505184608,pasar pondok labu,0.3471,-1,6
Indomaret,indomaret pinang raya,-6.3081054,106.7981876,1,43.68,1,0.7576954118878703,0,0,1.0,0,671.8132578916607,pasar pondok labu,0.181,-1,6
Indomaret,indomaret,-6.310845,106.8031917,4,262.68,0,0.9690886441721854,0,0,4.0,0,1054.2188628306742,pasar pondok labu,0.3115,-1,6
Indomaret,indomaret radio dalam 2,-6.2557519,106.790021,4,72.21,0,1.0,0,0,4.0,0,1676.8169679723799,pasar mayestik,0.3176,-1,20
Indomaret,indomaret point,-6.2371779,106.7826854,3,32.85,1,1.0,1,0,3.0,0,1038.7353003996302,pasar mayestik,0.5882,27,7
Indomaret,indomaret setiabudi 17 ttap,-6.2104472,106.8230337,6,5.17,1,1.0,1,1,3.0,1,491.8107295081675,pasar karbela,0.6765,41,24
Indomaret,indomaret the peak - tapq,-6.2105197,106.8242588,6,136.03,0,1.0,1,2,2.0,1,407.6259621993901,pasar karbela,0.6765,41,24
Indomaret,indomaret (tokx),-6.206626099999999,106.8267823,3,289.71,0,0.0,0,0,3.0,0,776.125058624783,pasar mencos,0.0882,-1,-1
Indomaret,indomaret point tlt,-6.230163699999999,106.8183432,5,43.11,1,1.0,0,0,5.0,0,1054.416280147138,pasar santa,0.3471,-1,10
Indomaret,indomaret dinas pariwisata (ttpb) kpdp koperasi dinas pariwisata,-6.2350141,106.821856,1,514.51,0,0.0,0,0,1.0,0,1039.3674574336706,pasar santa,0.0294,-1,-1
Indomaret,indomaret convenience store point,-6.2048824,106.8226389,2,471.83,0,0.0,0,0,2.0,0,1050.9977310110332,pasar mencos,0.0588,-1,-1
Indomaret,indomaret,-6.302203,106.7919364,2,394.2,0,0.0,0,0,2.0,0,1134.281499830375,pasar pondok labu,0.0588,-1,-1
Indomaret,indomaret,-6.3070032,106.7936899,6,217.68,0,0.9251131605323332,0,0,6.0,0,582.5762715762927,pasar pondok labu,0.3615,-1,6
Indomaret,indomaret karang tengah raya,-6.3013439,106.7805495,4,287.33,0,1.0,1,0,4.0,0,1897.1941143015445,pasar pondok labu,0.6176,42,5
Indomaret,indomaret fatmawati 26,-6.3043705,106.7951843,3,149.87,0,0.7729621480418668,0,0,3.0,0,889.3697694430307,pasar pondok labu,0.2428,-1,6
Indomaret,indomaret ciputat raya 4,-6.2776029,106.7794317,3,324.01,0,1.0,0,0,3.0,0,2026.8328784434723,pasar mede pd pasar jaya,0.2882,-1,8
Indomaret,indomaret minimarket bona indah plaza,-6.3009042,106.7806588,4,330.64,0,1.0,0,0,4.0,0,1919.664913784211,pasar pondok labu,0.3176,-1,5
Indomaret,indomaret karang tengah 39,-6.305912300000001,106.7816935,4,82.25,0,1.0,1,0,4.0,0,1507.6694667022653,pasar pondok labu,0.6176,42,5
Indomaret,indomaret hybrid lebak bulus/008,-6.3101176,106.780875,2,396.66,0,0.0,0,0,2.0,0,1443.2194586629882,pasar pondok labu,0.0588,-1,-1
Indomaret,indomaret bona indah,-6.2974692,106.7824281,2,701.58,0,0.0,0,0,2.0,0,1853.087112200229,pasar mede pd pasar jaya,0.0588,-1,-1
Indomaret,indomaret pondok labu,-6.310976699999999,106.7934225,7,60.24,0,1.0,0,1,3.5,1,145.47675220720583,pasar pondok labu,0.4059,-1,6
Indomaret,indomaret h.ipin,-6.3118874,106.7902907,4,189.63,0,0.9973857956200096,0,1,2.0,1,385.1446921572057,pasar pondok labu,0.3171,-1,6
Indomaret,indomaret caringin,-6.283199900000001,106.7926034,4,104.15,0,1.0,0,1,2.0,1,495.16226650909243,pasar mede pd pasar jaya,0.3176,-1,19
Indomaret,indomaret fatmawati no.6,-6.2942065,106.7950223,7,37.91,1,1.0,1,0,7.0,0,827.4784163919425,pasar mede pd pasar jaya,0.7059,21,16
Indomaret,indomaret reno pangkalan jati,-6.3131032,106.7963693,6,55.87,0,1.0,0,1,3.0,1,304.1595345304802,pasar pondok labu,0.3765,-1,6
Indomaret,indomaret,-6.311003200000001,106.7935373,7,56.15,0,1.0,0,1,3.5,1,139.87603118692002,pasar pondok labu,0.4059,-1,6
Indomaret,indomaret adhiyaksa lebak bulus,-6.2977921,106.7762749,1,278.96,0,1.0,0,0,1.0,0,2432.1901547149046,pasar mede pd pasar jaya,0.2294,-1,5
Indomaret,indomaret ciputat raya 2a-b,-6.2512092,106.7780693,7,371.38,0,0.8764257739691156,0,0,7.0,0,1876.3171866947675,pasar mayestik,0.3812,-1,18
Indomaret,indomaret stasiun tebet,-6.2258363,106.8576173,12,113.86,0,1.0,1,0,12.0,0,921.364361745425,pasar jaya bukit duri,0.8529,2,22
Alfamart,alfamart,-6.233994099999999,106.8496706,3,450.55,0,0.0,0,0,3.0,0,806.3845996187973,pasar pspt,0.0882,-1,-1
Alfamart,alfamart,-6.2392783,106.832538,2,547.22,0,0.642950865066802,0,0,2.0,0,612.3650025098794,pasar ar riyadh,0.1874,-1,9
Alfamart,alfamart lapangan ros hrn,-6.225838,106.8587398,16,8.5,1,1.0,1,0,16.0,0,972.035549611903,pasar jaya bukit duri,0.9706,2,22
Alfamart,alfamart,-6.2349423,106.8570767,4,162.63,0,0.7989828110302205,0,1,2.0,1,26.683090808481307,pasar pspt,0.2774,-1,15
Alfamart,alfamart,-6.238003099999999,106.8602481,4,110.44,0,0.7989828110302205,0,2,1.3333,1,493.6232729197787,pasar pspt,0.2774,-1,15
Alfamart,alfamart,-6.2210936,106.8542056,8,368.05,0,0.3645638018175559,1,1,4.0,1,339.73378292507164,pasar jaya bukit duri,0.6082,44,22
Alfamart,alfamart,-6.2296444,106.8533086,4,221.0,0,0.33633579943610153,0,0,4.0,0,722.5529334706703,pasar pspt,0.1849,-1,22
Alfamart,alfamart,-6.253404799999999,106.8401304,4,39.3,1,0.9318732976378261,1,0,4.0,0,742.8561746099001,pasar kaget,0.604,7,9
Alfamart,alfamart express,-6.2425745,106.8586384,7,384.82,0,0.9636128521260882,1,0,7.0,0,855.098056381968,pasar pspt,0.6986,43,15
Alfamart,alfamart,-6.2435925,106.8322469,7,70.17,0,1.0,1,1,3.5,1,206.94285577963356,pasar ar riyadh,0.7059,10,9
Alfamart,alfamart,-6.2295531,106.8467864,2,82.87,0,0.0,0,0,2.0,0,1274.3216229226682,pasar pspt,0.0588,-1,-1
Alfamart,alfamart,-6.233449999999999,106.85983,3,465.39,0,0.7678780537443064,0,2,1.0,1,373.0871117288297,pasar pspt,0.2418,-1,15
Alfamart,alfamart abdullah syafei,-6.2233659,106.8491521,7,330.4,0,0.33980914047647914,0,0,7.0,0,849.1264073101515,pasar jaya bukit duri,0.2738,-1,22
Alfamart,alfamart,-6.249124,106.8586472,10,74.95,0,0.8663708893647858,0,1,5.0,1,269.4857485224226,pasar kaget pengadegan,0.4674,-1,15
Alfamart,alfamart tegal parang 2,-6.2472825,106.8318862,8,98.2,0,1.0,1,1,4.0,1,361.388314059065,pasar ar riyadh,0.7353,10,9
Alfamart,alfamart,-6.2514477,106.8618801,6,6.21,1,0.8663708893647858,1,0,6.0,0,587.9554290110351,pasar kaget pengadegan,0.6497,9,15
Alfamart,alfamart menteng atas selatan 3,-6.2177142,106.8386021,4,461.96,0,0.0,0,0,4.0,0,1431.62533952128,pasar mencos,0.1176,-1,-1
Alfamart,alfamart asem baris dua,-6.240856200000001,106.860392,4,207.35,0,1.0,1,0,4.0,0,737.2972578643803,pasar bengong,0.6176,43,15
Alfamart,alfamart,-6.246529199999999,106.8553284,8,47.6,1,0.9084913261761851,1,1,4.0,1,465.7325249345741,pasar kaget pengadegan,0.717,6,15
Alfamart,alfamart,-6.2218534,106.8588398,12,310.31,0,0.3008755909944188,1,0,12.0,0,621.6519424049607,pasar jaya bukit duri,0.7131,44,22
Alfamart,alfamart mampang prapatan xiv,-6.2512721,106.8313689,4,403.13,0,0.8504085101306246,0,0,4.0,0,744.7096442323415,pasar warung buncit,0.2877,-1,9
Alfamart,alfamart,-6.2516637,106.8500804,2,22.65,1,0.0,0,0,2.0,0,736.9740083947067,pasar kaget pengadegan,0.0588,-1,-1
Alfamart,alfamart asem baris 9,-6.231533199999999,106.8595579,2,550.62,0,0.0,0,1,1.0,1,493.3894763678198,pasar pspt,0.0588,-1,-1
Alfamart,alfamart,-6.232115299999999,106.8526155,3,236.32,0,0.6675419024288518,0,0,3.0,0,575.793223703223,pasar pspt,0.2217,-1,15
Alfamart,alfamart,-6.2422578,106.8586157,7,381.1,0,1.0,1,0,7.0,0,820.2508252016737,pasar pspt,0.7059,43,15
Alfamart,alfamart,-6.2209506,106.8501247,6,323.75,0,0.29658066579802894,0,0,6.0,0,597.5881532729132,pasar jaya bukit duri,0.2358,-1,22
Alfamart,alfamart,-6.2499501,106.8363977,5,22.24,1,1.0,1,0,5.0,0,656.690432682512,pasar ar riyadh,0.6471,7,9
Alfamart,alfamart tegal parang selatan,-6.2481087,106.8334975,7,230.87,0,1.0,1,1,3.5,1,386.8262327751572,pasar ar riyadh,0.7059,10,9
Alfamart,alfamart rasamala,-6.234524,106.839845,1,104.45,0,0.0,0,0,1.0,0,1308.971706753357,pasar ar riyadh,0.0294,-1,-1
Alfamart,alfamart,-6.247007399999999,106.8432948,1,95.25,0,0.0,0,0,1.0,0,1082.7285559903657,pasar ar riyadh,0.0294,-1,-1
Alfamart,alfamart,-6.2247584,106.8629242,11,55.61,0,0.37037418861301413,1,0,11.0,0,1146.7080715804664,pasar bengong,0.6976,3,22
Alfamart,alfamart,-6.2494,106.84871,2,281.38,0,0.0,0,0,2.0,0,885.7607249441156,pasar kaget pengadegan,0.0588,-1,-1
Alfamart,alfamart bkd,-6.2198946,106.8557831,5,573.33,0,0.3311595410209738,1,1,2.5,1,235.30531788231198,pasar jaya bukit duri,0.5133,44,22
Alfamart,alfamart,-6.223748899999999,106.8551894,17,274.94,0,0.3758995415769355,0,0,17.0,0,633.0725928965699,pasar jaya bukit duri,0.5752,-1,22
Alfamart,alfamart,-6.22884,106.83263,1,847.72,0,0.0,0,0,1.0,0,1761.8327344622712,pasar ar riyadh,0.0294,-1,-1
Alfamart,alfamart apartemen signature,-6.242746899999999,106.8545314,9,36.36,1,1.0,1,0,9.0,0,890.7169940815237,pasar pspt,0.7647,8,15
Alfamart,alfamart,-6.218932499999999,106.8302356,6,39.73,1,0.9199618318185165,0,0,6.0,0,734.0299257333787,pasar mencos,0.3605,-1,24
Alfamart,alfamart bukit duri utara,-6.2168284,106.8551025,2,845.74,0,0.0,0,1,1.0,1,146.02754298431273,pasar jaya bukit duri,0.0588,-1,-1
Alfamart,alfamart,-6.217207399999999,106.8442193,9,113.13,0,0.7867907573540222,1,0,9.0,0,1161.8065646382656,pasar jaya bukit duri,0.7221,0,23
Alfamart,alfamart tegal parang 3,-6.2436208,106.8322451,7,67.22,0,1.0,1,1,3.5,1,205.34996827913022,pasar ar riyadh,0.7059,10,9
Alfamart,alfamart,-6.225860000000001,106.8587594,16,6.21,1,1.0,1,0,16.0,0,975.2047896127815,pasar jaya bukit duri,0.9706,2,22
Alfamart,alfamart mampang prapatan 2,-6.2433977,106.8291506,6,372.7,0,1.0,0,0,6.0,0,531.4627669103712,pasar ar riyadh,0.3765,-1,9
Alfamart,alfamart,-6.2550819,106.8562552,5,143.03,0,0.7255743847514573,0,0,5.0,0,510.45578612349874,pasar kaget pengadegan,0.2922,-1,13
Alfamart,alfamart satrio,-6.2256225,106.8301711,2,426.68,0,0.0,0,0,2.0,0,1397.8446655505088,pasar karbela,0.0588,-1,-1
Alfamart,alfamart komplek selmis,-6.2258337,106.8589905,16,11.99,1,1.0,1,0,16.0,0,984.6772497573708,pasar jaya bukit duri,0.9706,2,22
Alfamart,alfamart bukit duri selatan,-6.2212139,106.856739,5,458.14,0,0.3758995415769355,1,1,2.5,1,415.7147860212964,pasar jaya bukit duri,0.5222,44,22
Alfamart,alfamart pancoran barat vii,-6.252869899999999,106.8376863,6,138.95,0,1.0,1,0,6.0,0,754.8534490866632,pasar kaget,0.6765,7,9
Alfamart,alfamart stasiu,-6.2258686,106.8586468,16,18.69,1,1.0,1,0,16.0,0,970.3843489772751,pasar jaya bukit duri,0.9706,2,22
Alfamart,alfamart,-6.216512,106.8278755,6,335.94,0,0.9730367053564166,0,2,2.0,1,366.77662767542284,pasar mencos,0.3711,-1,24
Alfamart,alfamart pasar manggis,-6.2140038,106.8427878,15,197.05,0,1.0,1,0,15.0,0,1391.7760827068419,pasar jaya bukit duri,0.9412,0,23
Alfamart,alfamart,-6.2130459,106.825213,9,300.05,0,1.0,0,2,3.0,1,116.24860486932212,pasar karbela,0.4647,-1,24
Alfamart,alfamart,-6.2303643,106.8218469,5,333.5,0,1.0,0,0,5.0,0,1298.5841417734407,pasar santa,0.3471,-1,10
Alfamart,alfamart,-6.2457614,106.8258046,5,346.16,0,0.881024937160995,0,0,5.0,0,891.7026577867967,pasar ar riyadh,0.3233,-1,9
Alfamart,alfamart,-6.2140499,106.8468344,7,374.81,0,0.7313900411433744,0,0,7.0,0,977.3234413190096,pasar jaya bukit duri,0.3522,-1,23
Alfamart,alfamart tebet utara dalam,-6.227136199999999,106.8550131,13,162.02,0,0.39553541538479414,1,0,13.0,0,907.7172320433303,pasar pspt,0.7615,2,22
Alfamart,alfamart,-6.2138855,106.8266392,5,449.14,0,0.8967922600378291,0,2,1.6667,1,47.050874490115156,pasar mencos,0.3264,-1,24
Alfamart,alfamart minangkabau,-6.2125368,106.8445336,14,348.46,0,1.0,1,0,14.0,0,1280.9057064452195,pasar jaya bukit duri,0.9118,0,23
Alfamart,alfamart,-6.243284,106.8259296,3,418.15,0,0.6352471314957618,0,0,3.0,0,882.18769925111,pasar ar riyadh,0.2153,-1,9
Alfamart,alfamart swadaya 1,-6.214059499999999,106.8468424,7,374.91,0,0.7312500546554452,0,0,7.0,0,976.0484449566203,pasar jaya bukit duri,0.3521,-1,23
Alfamart,alfamart karbela 2,-6.2154088,106.8281067,6,363.51,0,0.9730367053564166,0,2,2.0,1,281.5542481828467,pasar mencos,0.3711,-1,24
Alfamart,alfamart,-6.216337999999999,106.8203685,5,19.49,1,1.0,1,0,5.0,0,683.1207335087894,pasar karbela,0.6471,12,24
Alfamart,alfamart muria tanjakan,-6.2119276,106.8380365,9,372.33,0,0.7690925928287079,0,0,9.0,0,1306.8994521292213,pasar mencos,0.4185,-1,23
Alfamart,alfamart,-6.210939,106.8421901,10,44.55,1,0.9750076742567914,1,0,10.0,0,1593.7864840624661,pasar jaya bukit duri,0.7891,1,23
Alfamart,sumber alfaria trijaya. pt (alfamart),-6.213625899999999,106.8206906,7,307.22,0,0.928674928430738,0,0,7.0,0,584.775044099209,pasar karbela,0.3916,-1,24
Alfamart,alfamart express,-6.2107225,106.8508269,3,230.68,0,0.0,1,0,3.0,0,922.7185736887475,pasar jaya bukit duri,0.3882,4,-1
Alfamart,alfamart,-6.2510088,106.8216417,5,169.81,0,0.881024937160995,0,0,5.0,0,637.1942057712992,pasar warung buncit,0.3233,-1,9
Alfamart,alfamart mwtm (k795),-6.210930299999999,106.8421876,10,43.61,1,0.9750076742567914,1,0,10.0,0,1594.508060901624,pasar jaya bukit duri,0.7891,1,23
Alfamart,alfamart guru mugni 2,-6.230415799999999,106.8213373,5,332.15,0,1.0,0,0,5.0,0,1252.5525121954422,pasar santa,0.3471,-1,10
Alfamart,alfamart,-6.209969699999999,106.8503501,3,132.88,0,0.0,1,0,3.0,0,1021.3490420333161,pasar jaya bukit duri,0.3882,4,-1
Alfamart,alfamart pengadengan barat,-6.245896,106.8555588,8,9.09,1,1.0,1,0,8.0,0,526.6812268934469,pasar kaget pengadegan,0.7353,6,15
Alfamart,alfamart menteng atas,-6.2140737,106.8402247,13,81.12,0,1.0,1,0,13.0,0,1536.5546427164556,pasar mencos,0.8824,0,23
Alfamart,alfamart sawah lunto,-6.214008799999999,106.842788,15,196.53,0,1.0,1,0,15.0,0,1391.5743409635804,pasar jaya bukit duri,0.9412,0,23
Alfamart,alfamart barkah ii,-6.2197686,106.8511829,4,443.96,0,0.29023697527736114,0,1,2.0,1,431.20169011105804,pasar jaya bukit duri,0.1757,-1,22
Alfamart,alfamart,-6.253431399999999,106.8216615,2,438.67,0,0.65722019840066,0,1,1.0,1,487.07917751744174,pasar warung buncit,0.1903,-1,9
Alfamart,alfamart,-6.2491889,106.8186279,4,316.5,0,0.8460911098366846,0,0,4.0,0,1020.8247418822256,pasar warung buncit,0.2869,-1,9
Alfamart,alfamart,-6.252799599999999,106.8268128,3,149.47,0,0.7157116336098963,1,1,1.5,1,270.65741510114856,pasar warung buncit,0.5314,14,9
Alfamart,alfamart,-6.2572531,106.8177386,2,433.88,0,0.6265279603253793,0,0,2.0,0,922.7549050867111,pasar warung buncit,0.1841,-1,9
Alfamart,alfamart,-6.245465,106.8186523,7,314.36,0,0.8460911098366846,0,0,7.0,0,1045.0999749551484,pasar santa,0.3751,-1,9
Alfamart,alfamart mampang prapatan 2 (kb48),-6.2527525,106.8268743,3,154.23,0,0.7267989324658891,1,1,1.5,1,278.31107373836267,pasar warung buncit,0.5336,14,9
Alfamart,alfamart bakrie tower,-6.2193385,106.8344896,4,273.55,0,0.0,0,0,4.0,0,1105.1318368401166,pasar mencos,0.1176,-1,-1
Alfamart,alfamart,-6.248098499999999,106.8289238,5,193.93,0,0.881024937160995,1,0,5.0,0,661.3240548571397,pasar ar riyadh,0.6233,10,9
Alfamart,alfamart,-6.258382999999999,106.8253662,0,502.94,0,0.0,0,1,0.0,1,378.4317163006347,pasar warung buncit,0.0,-1,-1
Alfamart,alfamart,-6.261753499999999,106.8336621,4,344.5,0,1.0,0,0,4.0,0,509.85961493984405,pasar kaget,0.3176,-1,14
Alfamart,alfamart,-6.2658257,106.8352335,4,490.9,0,1.0,0,0,4.0,0,740.702416188357,pasar kaget,0.3176,-1,14
Alfamart,alfamart,-6.2662632,106.8239456,2,215.0,0,0.0,0,0,2.0,0,1268.1853330151241,pasar warung buncit,0.0588,-1,-1
Alfamart,alfamart,-6.2579807,106.8499505,6,132.31,0,1.0,1,0,6.0,0,1112.7184274718602,pasar kaget pengadegan,0.6765,15,13
Alfamart,alfamart,-6.2624146,106.8482494,2,427.06,0,0.5446973023776196,0,0,2.0,0,1198.7123487333176,pasar kaget,0.1678,-1,13
Alfamart,alfamart,-6.2614857,106.8419188,3,119.13,0,0.9161880876723317,0,0,3.0,0,502.09666725415434,pasar kaget,0.2715,-1,14
Alfamart,alfamart - tower ebony,-6.257284599999999,106.8526894,9,26.97,1,1.0,1,0,9.0,0,871.2484709326023,pasar kaget pengadegan,0.7647,15,13
Alfamart,alfamart,-6.265602599999999,106.8508493,3,339.58,0,0.0,0,0,3.0,0,1590.1283329852495,pasar kaget,0.0882,-1,-1
Alfamart,alfamart,-6.2661947,106.8408908,2,501.85,0,0.9384361456916451,0,0,2.0,0,804.7850498719151,pasar kaget,0.2465,-1,14
Alfamart,alfamart buncit 12,-6.2527202,106.826871,3,157.83,0,0.727871911335447,1,1,1.5,1,281.38890657432535,pasar warung buncit,0.5338,14,9
Alfamart,alfamart,-6.2679459,106.8470626,3,484.81,0,0.0,0,0,3.0,0,1380.367636981484,pasar kaget,0.0882,-1,-1
Alfamart,alfamart,-6.272520099999999,106.8383983,5,90.81,0,1.0,0,0,5.0,0,1431.9142190352254,pasar kaget,0.3471,-1,14
Alfamart,alfamart,-6.2721008,106.8485963,4,8.15,1,0.0,1,0,4.0,0,1829.6333399665334,pasar kaget,0.4176,16,-1
Alfamart,alfamart,-6.2692393,106.8377635,6,24.49,1,1.0,0,0,6.0,0,1065.3934351422477,pasar kaget,0.3765,-1,14
Alfamart,alfamart jl. kemuning (1mu1),-6.273202299999999,106.8474613,3,181.65,0,0.0,1,0,3.0,0,1848.4694658494725,pasar kaget,0.3882,16,-1
Alfamart,alfamart,-6.2768681,106.8415746,1,125.35,0,0.8565464477500906,0,0,1.0,0,1428.0545337116787,pasar minggu,0.2007,-1,14
Alfamart,alfamart siaga raya,-6.2691579,106.8378314,6,34.55,1,1.0,0,0,6.0,0,1056.3676383265415,pasar kaget,0.3765,-1,14
Alfamart,alfamart,-6.2523984,106.8145319,3,65.41,0,0.6943854617616741,0,0,3.0,0,1275.9963202548347,pasar warung buncit,0.2271,-1,9
Alfamart,alfamart kapten tendean 2,-6.240049200000001,106.818981,3,256.55,0,0.7570986600571656,1,0,3.0,0,706.596980999954,pasar santa,0.5397,45,9
Alfamart,alfamart,-6.2440528,106.8161758,6,0.22,1,0.8460911098366846,1,0,6.0,0,764.5403820172921,pasar santa,0.6457,13,9
Alfamart,alfamart,-6.2385571,106.8170846,3,0.04,1,0.760273605435492,1,1,1.5,1,462.8679003166859,pasar santa,0.5403,45,9
Alfamart,alfamart,-6.2730548,106.8150264,2,51.52,0,0.0,0,0,2.0,0,976.988249828893,pasar cipete selatan,0.0588,-1,-1
Alfamart,alfamart bangka 2,-6.2433743,106.8156896,6,87.93,0,0.8460911098366846,1,0,6.0,0,672.8237916219077,pasar santa,0.6457,13,9
Alfamart,alfamart pejaten 2,-6.2795707,106.8349757,3,163.24,0,0.795818652531426,1,0,3.0,0,1245.0164686137769,pasar minggu,0.5474,46,14
Alfamart,alfamart,-6.2777493,106.8270138,0,741.98,0,0.0,0,0,0.0,0,1946.2099142747413,pasar minggu,0.0,-1,-1
Alfamart,alfamart,-6.279772899999999,106.8375655,4,95.15,0,0.8565464477500906,1,0,4.0,0,1125.5127545299429,pasar minggu,0.589,46,14
Alfamart,alfamart,-6.277224899999999,106.8204814,1,530.16,0,0.0,0,0,1.0,0,1383.2218869969945,pasar cipete selatan,0.0294,-1,-1
Alfamart,alfamart kemang selatan raya,-6.273941199999999,106.8189054,3,461.98,0,0.0,0,0,3.0,0,1301.5840536291103,pasar cipete selatan,0.0882,-1,-1
Alfamart,alfamart,-6.2726555,106.8465858,3,233.7,0,0.0,1,0,3.0,0,1743.3693666564595,pasar kaget,0.3882,16,-1
Alfamart,alfamart,-6.2300567,106.8187181,5,43.11,1,1.0,0,0,5.0,0,1088.0468587676448,pasar santa,0.3471,-1,10
Alfamart,alfamart,-6.226305,106.8191669,4,254.5,0,1.0,0,0,4.0,0,1469.1960887989892,pasar santa,0.3176,-1,10
Alfamart,alfamart,-6.266535999999999,106.8103135,3,410.92,0,0.6371508251636194,0,0,3.0,0,1345.1458327270134,pasar cipete selatan,0.2157,-1,9
Alfamart,alfamart,-6.2426448,106.787694,1,477.95,0,0.0,0,1,0.5,1,459.192083693635,pasar mayestik,0.0294,-1,-1
Alfamart,alfamart,-6.220866099999999,106.7786611,1,307.94,0,0.0,0,0,1.0,0,1515.5610870923786,pasar cidodol,0.0294,-1,-1
Alfamart,alfamart,-6.2483201,106.7900754,5,35.41,1,1.0,1,0,5.0,0,855.8935700460688,pasar mayestik,0.6471,26,20
Alfamart,alfamart,-6.228025,106.7785565,3,297.81,0,1.0,0,0,3.0,0,863.3252920299003,pasar cidodol,0.2882,-1,7
Alfamart,alfamart,-6.247626299999999,106.7785018,7,51.71,0,0.9059614693523622,1,0,7.0,0,1616.3822249213176,pasar mayestik,0.6871,25,18
Alfamart,alfamart,-6.2284805,106.7855186,1,48.71,1,0.0,0,0,1.0,0,1508.3512861934814,pasar mayestik,0.0294,-1,-1
Alfamart,alfamart,-6.233785,106.7573647,8,11.5,1,1.0,1,1,4.0,1,479.97318624014054,pasar apoh,0.7353,31,17
Alfamart,alfamart,-6.2375671,106.7690621,3,296.2,0,0.7563084343420323,1,1,1.5,1,127.61183136401367,pasar sayur cipulir,0.5395,29,17
Alfamart,alfamart,-6.241620699999999,106.7563085,5,45.4,1,0.8733243563129967,0,0,5.0,0,581.8249111050534,pasar apoh,0.3217,-1,17
Alfamart,alfamart,-6.250438,106.7817332,10,95.65,0,1.0,1,0,10.0,0,1516.8343710973888,pasar mayestik,0.7941,30,18
Alfamart,alfamart,-6.2466634,106.7620832,1,169.83,0,0.0,0,0,1.0,0,816.3818873447624,pasar pesanggrahan,0.0294,-1,-1
Alfamart,alfamart,-6.2534671,106.7755935,4,31.06,1,0.7359439176455811,0,0,4.0,0,2002.904347611415,pasar sayur cipulir,0.2648,-1,18
Alfamart,alfamart,-6.2373959,106.7584582,7,122.9,0,1.0,1,1,3.5,1,122.68735017571197,pasar apoh,0.7059,31,17
Alfamart,alfamart,-6.236351,106.7872294,0,504.36,0,0.0,0,0,0.0,0,668.8807965552899,pasar mayestik,0.0,-1,-1
Alfamart,alfamart,-6.246897499999999,106.7898721,4,173.66,0,1.0,1,0,4.0,0,705.4127900442837,pasar mayestik,0.6176,26,20
Alfamart,alfamart,-6.2521128,106.783147,7,174.32,0,1.0,1,0,7.0,0,1558.437785512211,pasar mayestik,0.7059,30,18
Alfamart,sumber alfaria trijaya. pt (alfamart),-6.2351522,106.7576759,9,143.79,0,1.0,1,1,4.5,1,334.80130213452384,pasar apoh,0.7647,31,17
Alfamart,alfamart,-6.2262738,106.7574297,5,2.65,1,0.8023238742148047,0,1,2.5,1,287.31905052583426,pasar alfa indah,0.3075,-1,17
Alfamart,alfamart,-6.2382658,106.7723374,4,69.29,0,0.7563084343420323,1,1,2.0,1,496.0562672374294,pasar sayur cipulir,0.5689,29,17
Alfamart,alfamart,-6.2547162,106.7836782,7,275.64,0,0.9167780321705701,1,0,7.0,0,1772.520365895232,pasar mayestik,0.6892,30,18
Alfamart,alfamart,-6.2495325,106.7836804,7,118.6,0,1.0,1,0,7.0,0,1296.5750619569983,pasar mayestik,0.7059,30,18
