latitude,longitude,competitor_density_500m,jarak_kompetitor_meter,kompetitor_head_to_head,zona_kmeans,pelanggaran_zonasi
-6.2350141,106.821856,1,514.5130019195367,0,1,0
-6.2048824,106.8226389,2,471.82696061585114,0,1,0
-6.302203,106.7919364,2,394.2039978797088,0,0,0
-6.3070032,106.7936899,6,217.68209738198235,0,0,0
-6.3013439,106.7805495,4,287.33074031122953,0,0,0
-6.3043705,106.7951843,3,149.87275550708364,0,0,0
-6.2776029,106.7794317,3,324.00917864027315,0,2,0
-6.3009042,106.7806588,4,330.64185862648685,0,0,0
-6.305912300000001,106.7816935,4,82.24957841388793,0,0,0
-6.3101176,106.780875,2,396.65845777627175,0,0,0
-6.2974692,106.7824281,2,701.5835861324485,0,0,0
-6.310976699999999,106.7934225,7,60.240859644399194,0,0,1
-6.3118874,106.7902907,4,189.6339324734803,0,0,1
-6.283199900000001,106.7926034,4,104.14760403768128,0,2,1
-6.2942065,106.7950223,7,37.90661688713191,1,0,0
-6.3131032,106.7963693,6,55.87037099161291,0,0,1
