place_id,nama_kelurahan,nama_kecamatan,nama_kota
ChIJ2wTpYf71aS4RoHjLXsoGgMw,Pasar Manggis,Setiabudi,Kota Jakarta Selatan
ChIJpTDO7ojzaS4Rr4Rj2cGIbD4,Menteng Atas,Setiabudi,Kota Jakarta Selatan
ChIJ5Si0x671aS4RNBFEQK-tApQ,Pasar Manggis,Setiabudi,Kota Jakarta Selatan
ChIJaSlK6PT1aS4RrBHGJkrlQ1k,Pasar Manggis,Setiabudi,Kota Jakarta Selatan
ChIJgztQ37LzaS4RqexTxSjOLo8,Rawajati,Pancoran,Kota Jakarta Selatan
ChIJK3B8r0_yaS4RKn-EKaMgJpM,Rawajati,Pancoran,Kota Jakarta Selatan
ChIJJwlUwbrzaS4RF4cES_63IzE,Rawajati,Pancoran,Kota Jakarta Selatan
ChIJ9Vwe-pbzaS4RRlQmSFdW96A,Tebet Barat,Tebet,Kota Jakarta Selatan
ChIJAUMc7Y7zaS4RgN_gPmZvDbU,Manggarai Selatan,Tebet,Kota Jakarta Selatan
ChIJrwK7gpDzaS4RiLpXd52lzmk,Tebet Timur,Tebet,Kota Jakarta Selatan
ChIJvxCSrJDzaS4RKB-Id--kE3M,Tebet Timur,Tebet,Kota Jakarta Selatan
ChIJf_l1EkTyaS4R9Tga6M5sprI,Pejaten Timur,Pasar Minggu,Kota Jakarta Selatan
ChIJx7JuK6HzaS4RmwoaiswInGQ,Pejaten Timur,Pasar Minggu,Kota Jakarta Selatan
ChIJHxShupTzaS4Rfd_GHD6Fkqw,Tebet Timur,Tebet,Kota Jakarta Selatan
ChIJ515758zzaS4RzrzdPn8horE,Kebon Baru,Tebet,Kota Jakarta Selatan
ChIJA4mAfRjzaS4RW9IHZeqsAaw,Tebet Timur,Tebet,Kota Jakarta Selatan
ChIJufbg8FXzaS4RNHykvXTY9ec,Kebon Baru,Tebet,Kota Jakarta Selatan
ChIJSRHaLq_zaS4RM3bNCU2HZd8,Pengadegan,Pancoran,Kota Jakarta Selatan
ChIJ2y6N7cbzaS4Rq34j25qX_tE,Tebet Timur,Tebet,Kota Jakarta Selatan
ChIJ1YYQJfXzaS4RtiFyuIT23go,Pengadegan,Pancoran,Kota Jakarta Selatan
ChIJcX-mR6HzaS4RpaepHq-g7uc,Kebon Baru,Tebet,Kota Jakarta Selatan
ChIJSzw7gK_zaS4R5IGShG4jJTk,Cikoko,Pancoran,Kota Jakarta Selatan
ChIJy5ulebHzaS4RlZiilhvlQuQ,Pengadegan,Pancoran,Kota Jakarta Selatan
ChIJu7E9QdjzaS4RRrwgvXYkovU,Kebon Baru,Tebet,Kota Jakarta Selatan
ChIJVZBHaVfzaS4RFTjXgXG6zA0,Tebet Timur,Tebet,Kota Jakarta Selatan
ChIJeSn3SKHzaS4R_WptlUHhqUU,Kebon Baru,Jakarta Selatan,Kota Jakarta Selatan
ChIJGWu7SVDzaS4RQFrnntyC1lo,Rawajati,Pancoran,Kota Jakarta Selatan
ChIJyX7I3bDzaS4Rb6or_7hHT18,Pengadegan,Pancoran,Kota Jakarta Selatan
ChIJaY52jS7zaS4Rhs70E5KpMKc,Tebet Timur,Tebet,Kota Jakarta Selatan
ChIJw46yqITzaS4ROj6VVe4JA9g,Kebon Baru,Tebet,Kota Jakarta Selatan
ChIJD6Xy_f7zaS4RD9NxgaCPQ9I,Pengadegan,Pancoran,Kota Jakarta Selatan
ChIJqeWQWf7zaS4RJW-5-q6ZFk8,Kebon Baru,Tebet,Kota Jakarta Selatan
ChIJeawFH9TzaS4RZra6zTDuY0I,Pejaten Timur,Pasar Minggu,Kota Jakarta Selatan
ChIJEyrhCkDyaS4RLgCbuqlGxn0,Kel,Pasar Minggu,Kota Jakarta Selatan
ChIJVZzZrgTyaS4RYhrqRJPSDok,Ragunan,Pasar Minggu,Kota Jakarta Selatan
ChIJX8wPvV_zaS4Ruq74v4FNBtI,Jati Padang,Pasar Minggu,Kota Jakarta Selatan
ChIJ6zo-yIjtaS4R1-aDHKJFY0E,Kebagusan,Pasar Minggu,Kota Jakarta Selatan
ChIJf5s9qDHxaS4RWnBj2p2aQVc,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan
ChIJu7akxyTxaS4RsElEKAH5zmI,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan
ChIJO5o704LxaS4RopukQoSoSlU,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan
ChIJyQtTMjnxaS4RAmG4Z9miTuU,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan
ChIJCZ41mAzxaS4RmvfdRLwHuNU,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan
ChIJ3ea0GOvwaS4RUn2P0PG59CU,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan
ChIJZ3iYT7PxaS4RlMn9hgZzoXA,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan
ChIJ04xV4tLxaS4RJ5m-u5L84Po,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan
ChIJU2gAqwDxaS4Ri6ZzCqxukos,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan
ChIJvajR18jwaS4RsJDl7rn-tu8,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan
ChIJT6yVZrbwaS4RgDyhIXMu-qo,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan
ChIJ65NqKXP0aS4R5fP1Zj0JGls,Pasar Manggis,Setiabudi,Kota Jakarta Selatan
ChIJH1n1T3P0aS4R6agOTLlpnCg,Pasar Manggis,Setiabudi,Kota Jakarta Selatan
ChIJu8pW-M_1aS4RNa-MGFln8O8,Manggarai,Tebet,Kota Jakarta Selatan
ChIJAWHbLHT0aS4RKMOn7LcwAFo,Manggarai,Tebet,Kota Jakarta Selatan
ChIJiZqzblz3aS4RorMSigHzy2E,Kebon Melati,Tanah Abang,Kota Jakarta Pusat
ChIJXYFIBYbzaS4R8Sd5JpbmsT0,Bukit Duri,Tebet,Kota Jakarta Selatan
ChIJKdryITrzaS4Rr3YGBQKOJss,Bukit Duri,Tebet,Kota Jakarta Selatan
ChIJsxTMGoP1aS4RKrbP3zhaAww,Manggarai,Tebet,Kota Jakarta Selatan
ChIJQYHKz8b1aS4RneZiLSv-nAY,Manggarai,Tebet,Kota Jakarta Selatan
ChIJF9_lmLfzaS4RB63H3egCn4M,Manggarai Selatan,Tebet,Kota Jakarta Selatan
ChIJuTCdkAT0aS4RNniucbDH9dc,Setia Budi,Setiabudi,Kota Jakarta Selatan
ChIJcVc1XIbzaS4RcyP2izqoYHE,Bukit Duri,Tebet,Kota Jakarta Selatan
ChIJ7U7upoXzaS4RujBBzm_mTGw,Bukit Duri,Tebet,Kota Jakarta Selatan
ChIJ_Q3dB4TzaS4RZxSq_Ptr8NY,Bukit Duri,Tebet,Kota Jakarta Selatan
ChIJ9zeEzdD1aS4Rcj8jslVXWzQ,Pasar Manggis,Setiabudi,Kota Jakarta Selatan
ChIJ0dPodPrzaS4RE47Rr8Mz77Y,Kebon Baru,Tebet,Kota Jakarta Selatan
ChIJ8a2fcwfzaS4Rte3SBP5Gj_0,Bukit Duri,Tebet,Kota Jakarta Selatan
ChIJ2_3Y5Rf1aS4RDceAiXfgXXE,Pegangsaan,Menteng,Kota Jakarta Pusat
ChIJYRBiI-rzaS4RBW5LKzm2-yY,Kebon Baru,Tebet,Kota Jakarta Selatan
ChIJ85lVEnTzaS4RHy8f_3cmsuI,Manggarai Selatan,Tebet,Kota Jakarta Selatan
ChIJmxbt6ILzaS4RDljYoNQLKVc,Bukit Duri,Tebet,Kota Jakarta Selatan
ChIJCdG-VXL1aS4R_hMAhW6qrhM,Utan Kayu Utara,Matraman,Kota Jakarta Timur
