place_id,nama_kelurahan,nama_kecamatan,nama_kota
ChIJ-6Meqf_xaS4R99u9vNNVFjg,Ragunan,Pasar Minggu,Kota Jakarta Selatan
ChIJwcwxNEXvaS4RiKmoGQ6V0pU,Jagakarsa,Cilandak,Kota Jakarta Selatan
ChIJraDzUtLvaS4RD7IR82uJtEo,Lebak Bulus,Cilandak,Kota Jakarta Selatan
ChIJAQAAAOfxaS4R6wrqsJtf5pk,West Cilandak,Cilandak,South Jakarta City
ChIJBwBd3S_uaS4RMBfxWKiy408,Lebak Bulus,Cilandak,Kota Jakarta Selatan
ChIJJ3rNnQjuaS4RWjDJ-zFTzR0,Ragunan,Pasar Minggu,Kota Jakarta Selatan
ChIJs6y5G5HxaS4RurVX3sajfVU,Cipete Selatan,Cilandak,Kota Jakarta Selatan
ChIJDaAAxvjxaS4RX-J08P1H7ug,Cilandak Barat,Cilandak,Kota Jakarta Selatan
ChIJCTLyivjxaS4Rre-W6oaY4qE,Cilandak Timur,Pasar Minggu,Kota Jakarta Selatan
ChIJEaTZ42DxaS4R044D9l8J_vQ,Lebak Bulus,Cilandak,Kota Jakarta Selatan
ChIJteuioxnuaS4R3u6TiMK2DHc,Pondok Labu,Cilandak,Kota Jakarta Selatan
ChIJ5cZCSA_xaS4RWfbV5rM0sBg,Lebak Bulus,Cilandak,South Jakarta City
ChIJuZWfRT3uaS4RPJR0-gix6to,Pondok Labu,Cilandak,Kota Jakarta Selatan
ChIJbd1pUOfxaS4Rt-kFPuyDtsk,Cilandak Barat,Cilandak,Kota Jakarta Selatan
ChIJWagF6TzuaS4RChibXwRnJgA,Pondok Labu,Cilandak,Kota Jakarta Selatan
ChIJF9Syud7xaS4RCaXavhh53AA,Lebak Bulus,Jakarta,South Jakarta City
ChIJMRDIwMHxaS4RGxUodpMMNq8,Cilandak Barat,Cilandak,Kota Jakarta Selatan
ChIJ6yLv7KvxaS4RlTGBTyv0phM,Cilandak Barat,Cilandak,Kota Jakarta Selatan
ChIJsVZkdYnxaS4RtDwdFb5B2t0,Bangka,Mampang Prapatan,Kota Jakarta Selatan
ChIJN7p70X7xaS4R6VpOujMI_Wo,Bangka,Mampang Prapatan,Kota Jakarta Selatan
ChIJsZgWTnXxaS4R_vrbAMPG_9c,Gandaria Selatan,Cilandak,Kota Jakarta Selatan
ChIJwX02iFLxaS4RMQgSCQVBeVQ,Pulo,Kebayoran Baru,Kota Jakarta Selatan
ChIJCZIzrZ_xaS4RiJX_wvOeaH4,Gandaria Utara,Kebayoran Baru,Kota Jakarta Selatan
ChIJvygfS6HxaS4RL3sTDNNU6fY,Gandaria Utara,Kebayoran Baru,Kota Jakarta Selatan
ChIJperbNA3xaS4R4zKGAs61CVs,Pulo,Kebayoran Baru,Kota Jakarta Selatan
ChIJT8Q48HPxaS4RHGBGXmOUqp0,Pulo,Kebayoran Baru,Kota Jakarta Selatan
ChIJF69gRyfxaS4R72RSYGIDZyU,North Cipete,Kebayoran Baru,South Jakarta City
ChIJSdmaRR7yaS4Rz1S6S2xE9kw,Ragunan,Pasar Minggu,Kota Jakarta Selatan
ChIJXaV9uofxaS4R737kEcz9UiE,Bangka,Mampang Prapatan,Kota Jakarta Selatan
ChIJDwAAAJHxaS4RELZlVPfYtVg,Cipete Selatan,Cilandak,Kota Jakarta Selatan
ChIJAQAAAJ3xaS4R3VfdB1vHqnw,Cipete Utara,Kebayoran Baru,Kota Jakarta Selatan
ChIJDwAAAJHxaS4RjyudUxZZxus,Cipete Selatan,Jakarta Selatan,Kota Jakarta Selatan
ChIJDVvROIbxaS4RE-sW0bxd2kc,Bangka,Mampang Prapatan,Kota Jakarta Selatan
ChIJFb9gM5jxaS4Rq1wKzoM3qas,Gandaria Selatan,Cilandak,Kota Jakarta Selatan
ChIJ4dWEmRnxaS4RQFHJI6sgsqk,Gandaria Selatan,Cilandak,Kota Jakarta Selatan
ChIJ14sVU6LxaS4Rrt0AdBPZjQM,Gandaria Selatan,Cilandak,Kota Jakarta Selatan
ChIJYWqPfpfxaS4RB7eEa52T3-0,Cipete Selatan,Cilandak,Kota Jakarta Selatan
ChIJS0XcTYDxaS4R7ku6ssO11Gs,Bangka,Mampang Prapatan,Kota Jakarta Selatan
ChIJb-Coe5PxaS4Rq13QTJ2nq04,Pulo,Kebayoran Baru,Kota Jakarta Selatan
ChIJGQe3OH7xaS4RIoThryrl3zc,Bangka,Mampang Prapatan,Kota Jakarta Selatan
ChIJS-XZvAvxaS4R0DsvIJwCgMs,Gandaria Utara,Kebayoran Baru,Kota Jakarta Selatan
ChIJD3ss9gzxaS4RA85t5OGeHsk,Gandaria Utara,Kebayoran Baru,Kota Jakarta Selatan
ChIJtzSt1YTxaS4RFu6cHY0WKkQ,Cipete Selatan,Cilandak,Kota Jakarta Selatan
ChIJyzZxP67xaS4RMbpMyvQ2wbU,Cipete Selatan,Cilandak,Kota Jakarta Selatan
ChIJZbLLdm_xaS4R4cgyDKLeE8k,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
ChIJDwH5C3bxaS4RcxF4-cn7X5g,Cipete Utara,Kebayoran Baru,Kota Jakarta Selatan
ChIJ0dTG_nzxaS4RT0V7owX_qpg,Pela Mampang,Mampang Prapatan,Kota Jakarta Selatan
ChIJXw0Sy5_xaS4RW8YkG7Tx-_8,Cipete Utara,Kebayoran Baru,Kota Jakarta Selatan
ChIJPUjazZzxaS4RUSIDkidVSQg,Cipete Utara,Kebayoran Baru,Kota Jakarta Selatan
ChIJna8wx9fxaS4RYJPoLhdWN9A,Bangka,Mampang Prapatan,Kota Jakarta Selatan
ChIJ_YNG5YDxaS4RQpg-Vbilhmw,Bangka,Mampang Prapatan,Kota Jakarta Selatan
ChIJd734LwfxaS4R9GSRMspZ-XE,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
ChIJI231igTxaS4RKIR6Aki7DBw,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
ChIJkx-NPnL4aS4RDbS5_c6xsp4,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
ChIJ74HObQXxaS4RUip6zNyV5gE,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
ChIJmeRBFrLxaS4RmHuZnxbwxI8,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
ChIJY1VVVQTxaS4RtmETuVP403E,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
ChIJOwAAAAfxaS4RKTnNaZ1qgc4,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
ChIJ_YPzTRbuaS4RBMIVZIUvApQ,Pondok Labu,Cilandak,Kota Jakarta Selatan
ChIJo6D2K9TxaS4RRAFRFQZF85I,Lebak Bulus,Cilandak,Kota Jakarta Selatan
ChIJI9WSpdXvaS4RyrpdfY2WyYA,Pondok Labu,Cilandak,Kota Jakarta Selatan
ChIJE1VVVbbxaS4RJVUwg--0dq4,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
ChIJWdlCSXPuaS4RzpIWwflyKKU,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
ChIJP8XfLBHuaS4RUZWOBnFgxCo,Pondok Labu,Cilandak,Kota Jakarta Selatan
ChIJcQAAANntaS4RAesd4Pw1hXk,Jagakarsa,Jagakarsa,South Jakarta City
ChIJWQO5mgzuaS4RFP9F2gFfJyY,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
ChIJnz15NXbuaS4RjtdQGUQE7gY,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
ChIJp2612gruaS4R6xThXZZnoQw,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
ChIJz_7MYxDuaS4RL6XfEsDgb-M,Pondok Labu,Cilandak,Kota Jakarta Selatan
ChIJ-bHiAPTxaS4RQJ3di8P7F2g,Pela Mampang,Mampang Prapatan,Kota Jakarta Selatan
ChIJETmoJH3xaS4R8_bMnW8Vt74,Pela Mampang,Jakarta Selatan,Kota Jakarta Selatan
ChIJh3nZSBvxaS4RZ-S7enqBkV0,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
ChIJR9-Fph3xaS4R5_wCOsFGSn0,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
ChIJhV_DfRrxaS4Ry97kNCuA-dY,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
ChIJM0m-HlLxaS4R1ijwvB3yJVg,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
ChIJFzBJ_bTxaS4R8JON9mw_ULs,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
ChIJTTG_z9jtaS4RnfCTBd_V_Sw,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
ChIJnfhFPGLtaS4R8RAXOhmLRC4,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
ChIJFxAcIIjuaS4RYFvViU4kKeA,Ciganjur,Jagakarsa,Kota Jakarta Selatan
ChIJ9SsEQJvuaS4RNq5qlCDIJtw,Cipedak,Jagakarsa,Kota Jakarta Selatan
ChIJ-2nJhS7saS4RpCO7nEHGBsU,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
ChIJh-0yE4nuaS4RT4cgaf1ZTk8,Cipedak,Jagakarsa,Kota Jakarta Selatan
ChIJF2LOzoPuaS4RGhpeBivt3Zk,Cipedak,Jagakarsa,Kota Jakarta Selatan
ChIJ69Imd5nuaS4R4l3iPtF1Wmw,Cipedak,Jagakarsa,Kota Jakarta Selatan
ChIJK1AskZ3vaS4REypC6pL89EA,Ciganjur,Jagakarsa,Kota Jakarta Selatan
ChIJ3YjtL_zvaS4Rnl104wRCVD8,Cipedak,Jagakarsa,Kota Jakarta Selatan
ChIJ-Q7w6dTtaS4RDEfVifDRyGE,Ciganjur,Jagakarsa,Kota Jakarta Selatan
ChIJ7WecLyzvaS4Rn9KPGUD4Ljg,Cipedak,Jagakarsa,Kota Jakarta Selatan
ChIJw0MeY4buaS4RXvv9hDhmtt4,Ciganjur,Jagakarsa,Kota Jakarta Selatan
ChIJ6cQUFo7uaS4R-_kInWNWM1E,Cipedak,Jagakarsa,Kota Jakarta Selatan
ChIJZ5dPNIHuaS4RrO2wSc7g9dk,Ciganjur,Jagakarsa,Kota Jakarta Selatan
ChIJ3TQhlPPtaS4R4L49oeHOWVI,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
ChIJky3nmJvuaS4RnXLQI2QE2oc,Cipedak,Jagakarsa,Kota Jakarta Selatan
ChIJodfZVs3taS4Rnyv5NOI9wSw,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
ChIJ17YTyN3taS4RJt9KCDT3YEg,Jagakarsa,Jagakarsa,South Jakarta City
ChIJbT3_jyfsaS4R717sP2FKYyI,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
ChIJOQ-JH4juaS4Rk2w7its6a8g,Ciganjur,Jagakarsa,Kota Jakarta Selatan
ChIJU4w3LnrtaS4RuMgFlMLq-BI,Kebagusan,Pasar Minggu,Kota Jakarta Selatan
ChIJ3xl_LJnuaS4RzgLSN1FMvfI,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
ChIJDWcZHNvtaS4RroTyX5d4o2g,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
ChIJZWTzI9DtaS4Ra2YhrND7ULo,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
ChIJJziCLpjuaS4RBqFo3rWHDkM,Cipedak,Jagakarsa,Kota Jakarta Selatan
ChIJ6Tll06LuaS4R9zTIOA9Y0rs,Cipedak,Jagakarsa,Kota Jakarta Selatan
ChIJo81VL5juaS4RMjW6kId9FZ8,Cipedak,Jagakarsa,Kota Jakarta Selatan
ChIJa2uK2LDuaS4Ru1GfEJttx8E,Cipedak,Jagakarsa,Kabupaten Bogor
ChIJTWBpu73uaS4RDjpmaVM2yCU,Cipedak,Jagakarsa,Kota Jakarta Selatan
ChIJJaTMDg_taS4R60wVAmauYTQ,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
ChIJx0ubeSPtaS4RHy0oOTeBz3s,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan
ChIJpV0lAS7saS4RivjWQPg7JxE,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
ChIJs8vL3f_taS4RD-B_tfITONc,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan
ChIJPdTzvtrtaS4Rny8eJBB6jss,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan
ChIJh7HpccTtaS4R3felpmD0M70,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan
ChIJ7a6YI-TtaS4RHRQ67Lb2ub0,Ragunan,Pasar Minggu,Kota Jakarta Selatan
ChIJxbO8YfvtaS4RVgwXEDURxRs,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan
ChIJ9fzyS8_taS4Ra0JH3lgQjic,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
ChIJz_____DtaS4RuBSePQZKmzM,Kebagusan,Pasar Minggu,South Jakarta City
ChIJO8FvdaLtaS4RSZB1kkXDSLk,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
ChIJn6qq6qPtaS4RKwJxaX8KTuI,Baru,Pasar Rebo,East Jakarta City
ChIJKdFjS4XzaS4RpmE0MI-N8hQ,Pasar Minggu,Pasar Minggu,Kota Jakarta Selatan
ChIJ_57ljYztaS4RBUKmJ5rF0XA,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
ChIJd3ilG3XyaS4R7Y_rIePXcG4,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
ChIJgVaTJgryaS4RZDPX8Ifsn0A,Pasar Minggu,Pasar Minggu,Kota Jakarta Selatan
ChIJNWl0JY_taS4Rcf7n3fGXkxw,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
ChIJvdo1THTyaS4RBoB9yjj3LdM,Pejaten Timur,Pasar Minggu,Kota Jakarta Selatan
ChIJ76qqqo3taS4RkUk7x72ntOw,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
ChIJqSHWFHftaS4RSfN1u5Cg2Go,Susukan,Ciracas,East Jakarta City
ChIJ5RSsmVTtaS4RlacdijhrxSI,Pasar Minggu,Pasar Minggu,Kota Jakarta Selatan
ChIJA00kMHPyaS4RzjSAlv_vnD4,Pasar Minggu,Pasar Minggu,Kota Jakarta Selatan
ChIJh2Vkk9jtaS4R71LDz2IfqhU,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
ChIJ4dtL_AfyaS4RF-C9eDUjQ0o,Kebagusan,Pasar Minggu,Kota Jakarta Selatan
ChIJBS7mhhDyaS4RwQ24c_CL25w,Jati Padang,Pasar Minggu,Kota Jakarta Selatan
ChIJaS7VI2PyaS4RhJOaQnBn84s,Batu Ampar,Kramat jati,Kota Jakarta Timur
ChIJ2fZhrgTyaS4Rl1uCPiHU63Q,Ragunan,Pasar Minggu,Kota Jakarta Selatan
ChIJNb3Las7zaS4R0UHAjC6iv1A,Jati Padang,Pasar Minggu,Kota Jakarta Selatan
ChIJC4P6jYjzaS4RmEFhDQhpE7U,Ragunan,Pasar Minggu,Kota Jakarta Selatan
ChIJBa5dUV_zaS4Rpz5v0gMy_nU,Jati Padang,Pasar Minggu,Kota Jakarta Selatan
ChIJp6k1jNPxaS4RsvpHlCJjam4,Melawai,Kebayoran Baru,Kota Jakarta Selatan
ChIJaWy44RjxaS4RORWqDRtDtk0,Melawai,Kebayoran Baru,Kota Jakarta Selatan
ChIJ89CaVi_yaS4Rmq471uckjw0,Bangka,Mampang Prapatan,Kota Jakarta Selatan
ChIJ-ZfljI_xaS4RYqEvAOKUxi0,Melawai,Kebayoran Baru,Kota Jakarta Selatan
ChIJLaYz6kXxaS4R23ofLaT83us,Petogogan,Kebayoran Baru,Kota Jakarta Selatan
ChIJXUBFcBLxaS4RdvT3g4SaRRs,Kramat Pela,Kebayoran Baru,Kota Jakarta Selatan
ChIJJXUTrNDzaS4RJSFdr933enM,Tegal Parang,Mampang Prapatan,Kota Jakarta Selatan
ChIJNW2A01zxaS4RylvPeD8BOB4,Pela Mampang,Mampang Prapatan,Kota Jakarta Selatan
ChIJy45QPxLxaS4RZEV6XxuVfK0,Kramat Pela,Kebayoran Baru,Kota Jakarta Selatan
ChIJ94ljMXPxaS4RH5R1BnmpJP8,Pulo,Kebayoran Baru,Kota Jakarta Selatan
ChIJZXQ3b1nxaS4RBDCbFsM3GfE,Melawai,Kebayoran Baru,Kota Jakarta Selatan
ChIJuxnwDxPxaS4R4BeT2kbalvE,Kramat Pela,Kebayoran Baru,Kota Jakarta Selatan
ChIJf2NThW7zaS4RXQqG3ssDz7w,Pela Mampang,Mampang Prapatan,Kota Jakarta Selatan
ChIJQZigUinyaS4R4ofKanmV2lI,Bangka,Mampang Prapatan,Kota Jakarta Selatan
ChIJR_R8Od_zaS4RTFXXRKEDqVo,Pela Mampang,Mampang Prapatan,Kota Jakarta Selatan
ChIJhxAVNdLzaS4RE36ihgryocM,Duren Tiga,Pancoran,Kota Jakarta Selatan
ChIJq2YU5W7xaS4RKF6o-6Mc-uA,Melawai,Kebayoran Baru,South Jakarta City
ChIJZ_9u5ZDxaS4RtzyeEc5s00A,Melawai,Kebayoran Baru,Kota Jakarta Selatan
